場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,芝,1800,右,晴,良,1,7,10,ニシノエージェント,牡,2,56,津村明秀,1:48.4,,5-5-4-4,34.5,3.2,1,470,0
中山,芝,1800,右,晴,良,2,5,5,ルールーリマ,牝,2,55,三浦皇成,1:48.5,1,9-9-8-8,34.1,5.0,2,408,-8
中山,芝,1800,右,晴,良,3,1,1,マイネルアレス,牡,2,56,横山武史,1:48.8,1.3/4,5-5-6-6,34.7,5.4,4,438,-2
中山,芝,1800,右,晴,良,4,8,11,ベールドインパクト,牡,2,56,横山和生,1:49.0,1,3-3-3-2,35.4,5.1,3,446,+2
中山,芝,1800,右,晴,良,5,5,6,コスモマガラニカ,牡,2,56,丹内祐次,1:49.1,1/2,3-3-4-4,35.3,7.9,6,446,0
中山,芝,1800,右,晴,良,6,4,4,ゴガツノアマノガワ,牡,2,56,石橋脩,1:49.1,クビ,2-2-2-1,35.6,176.4,9,446,0
中山,芝,1800,右,晴,良,7,6,7,ピコシー,牡,2,56,岩田康誠,1:49.2,1/2,7-7-7-6,35.0,13.8,7,464,-2
中山,芝,1800,右,晴,良,8,8,12,レイヤードレッド,牡,2,56,嶋田純次,1:49.3,1/2,10-9-8-9,34.9,6.8,5,476,+4
中山,芝,1800,右,晴,良,9,3,3,ドリフトウッド,牡,2,56,丸田恭介,1:49.8,3,7-7-8-9,35.4,225.4,11,450,+4
中山,芝,1800,右,晴,良,10,2,2,ヤマノインパクト,牡,2,56,内田博幸,1:50.7,5,1-1-1-2,37.2,127.4,8,466,+16
中山,芝,1800,右,晴,良,11,7,9,レッツハイファイヴ,牡,2,56,柴田大知,1:50.8,1,12-11-11-11,36.0,186.3,10,414,-2
中山,芝,1800,右,晴,良,12,6,8,ココマドンナ,牝,2,55,原田和真,1:51.8,6,11-11-11-11,37.0,333.4,12,414,+6
