場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
東京,芝,1600,左,晴,良,1,1,2,イコノスタシス,牝,2,54,レーン,1:34.5,,1-1,35.0,4.3,2,476,+8
東京,芝,1600,左,晴,良,2,7,14,アサクサヴィーナス,牝,2,54,吉田豊,1:34.8,2,8-8,34.5,2.2,1,454,+4
東京,芝,1600,左,晴,良,3,8,17,イッツオンリーユー,牝,2,54,武豊,1:35.1,1.3/4,11-10,34.5,4.6,3,448,+2
東京,芝,1600,左,晴,良,4,2,3,ランドグリーズ,牝,2,54,川田将雅,1:35.3,1.1/4,3-2,35.5,6.8,4,460,-6
東京,芝,1600,左,晴,良,5,6,12,プロトカルチャー,牡,2,55,大野拓弥,1:35.6,1.3/4,5-6,35.4,30.3,6,492,+6
東京,芝,1600,左,晴,良,6,2,4,ニシノカナン,牡,2,55,勝浦正樹,1:35.7,3/4,5-5,35.6,370.1,14,498,-2
東京,芝,1600,左,晴,良,7,8,15,ペイシャアンジェロ,牝,2,52,小林凌大,1:35.9,3/4,11-12,35.0,104.9,8,436,-2
東京,芝,1600,左,晴,良,8,7,13,エイチエヌバンピー,牡,2,53,原優介,1:36.2,2,14-14,35.1,496.0,15,438,+4
東京,芝,1600,左,晴,良,9,8,16,ゴレイジョウ,牝,2,51,土田真翔,1:36.6,2,10-11,35.9,251.2,12,438,-4
東京,芝,1600,左,晴,良,10,5,10,オーグメントコード,牝,2,54,横山武史,1:36.6,アタマ,8-8,36.2,13.8,5,450,-2
東京,芝,1600,左,晴,良,11,5,9,ナムラアダム,牡,2,55,武士沢友,1:36.7,クビ,16-16,35.4,226.2,10,428,+2
東京,芝,1600,左,晴,良,12,3,5,コスモメイゲツ,牡,2,55,Ｃ．デム,1:36.7,クビ,3-4,36.8,71.1,7,460,+6
東京,芝,1600,左,晴,良,13,4,8,ノーブルジャック,牡,2,52,佐々木大,1:37.1,2,14-14,35.9,660.7,16,402,0
東京,芝,1600,左,晴,良,14,4,7,ロサムンディー,牝,2,54,黛弘人,1:37.4,2,5-6,37.2,680.4,17,456,-6
東京,芝,1600,左,晴,良,15,3,6,グランデボスコ,牡,2,55,菅原明良,1:37.4,クビ,17-16,36.1,354.6,13,452,+4
東京,芝,1600,左,晴,良,16,6,11,ポーラーナイト,牝,2,53,永野猛蔵,1:37.9,3,2-2,38.2,242.3,11,474,+2
東京,芝,1600,左,晴,良,17,1,1,アスキーアート,牝,2,54,松岡正海,1:38.9,6,13-12,38.0,214.8,9,420,+2
