場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,ダート,2000,右,曇,重,1,4,4,アオイイーグル,牡,3,55,岩田望来,2:04.3,,7-7-8-5,37.0,1.5,1,484,-2
阪神,ダート,2000,右,曇,重,2,6,8,フォーランマリア,牝,4,56,Ｍ．デム,2:04.5,1.1/4,5-5-5-3,37.6,13.7,4,422,+12
阪神,ダート,2000,右,曇,重,3,5,7,サンライズゴラッソ,牡,5,58,幸英明,2:04.9,2.1/2,6-6-7-3,37.8,8.0,2,516,+6
阪神,ダート,2000,右,曇,重,4,3,3,イスカンダル,牡,4,58,酒井学,2:05.1,1.1/4,8-7-2-1,38.4,75.8,12,470,-2
阪神,ダート,2000,右,曇,重,5,8,13,カズロレアート,牡,5,58,中井裕二,2:05.2,クビ,9-9-10-9,37.6,23.6,7,484,-2
阪神,ダート,2000,右,曇,重,6,2,2,プルモナリア,牝,5,56,藤岡佑介,2:05.2,ハナ,9-9-8-8,37.8,26.9,9,486,+2
阪神,ダート,2000,右,曇,重,7,7,10,テイエムシニスター,牡,4,55,西塚洸二,2:05.6,2.1/2,3-3-5-5,38.6,9.8,3,498,+8
阪神,ダート,2000,右,曇,重,8,5,6,ワールドハート,牡,4,58,加藤祥太,2:05.8,1.1/4,9-11-11-10,38.1,208.9,13,450,-3
阪神,ダート,2000,右,曇,重,9,1,1,ブルレスカ,牝,5,53,今村聖奈,2:06.0,1.1/4,12-12-11-12,38.3,25.3,8,480,+10
阪神,ダート,2000,右,曇,重,10,8,12,イルミネーター,牡,6,58,水口優也,2:06.2,1.1/4,3-3-1-2,39.5,71.3,11,480,+2
阪神,ダート,2000,右,曇,重,11,6,9,エールブラーヴ,牡,6,55,田口貫太,2:08.2,大,2-2-2-5,41.5,18.5,6,486,+16
阪神,ダート,2000,右,曇,重,12,7,11,キングダムウイナー,牡,6,58,高倉稜,2:08.2,ハナ,13-13-13-13,40.0,50.6,10,510,-2
阪神,ダート,2000,右,曇,重,13,4,5,スマートアリエル,牝,6,55,泉谷楓真,2:11.6,大,1-1-2-11,44.8,14.1,5,484,+8
