場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中京,ダート,1800,左,曇,重,1,1,1,キタノサワヤカ,牡,2,55,池添謙一,1:53.9,,9-9-8-8,38.0,74.3,8,446,0
中京,ダート,1800,左,曇,重,2,6,6,ザハント,牡,2,55,浜中俊,1:54.2,1.1/2,5-5-2-2,39.9,11.3,6,486,0
中京,ダート,1800,左,曇,重,3,7,7,ロックウイズユー,牡,2,52,橋木太希,1:54.4,1.1/2,6-6-6-5,39.4,9.9,5,444,0
中京,ダート,1800,左,曇,重,4,3,3,ヴァンアグレアブル,牝,2,55,松山弘平,1:54.5,クビ,1-3-4-3,39.8,3.2,2,514,0
中京,ダート,1800,左,曇,重,5,2,2,ディアマイハニー,牝,2,55,水口優也,1:55.1,3.1/2,7-7-6-5,40.2,38.4,7,456,0
中京,ダート,1800,左,曇,重,6,4,4,エンゲージプライド,牡,2,55,西村淳也,1:56.8,10,2-2-4-5,42.1,4.8,3,486,0
中京,ダート,1800,左,曇,重,7,5,5,メイショウテンテン,牡,2,55,岩田望来,1:56.8,アタマ,3-3-2-3,42.5,8.2,4,448,0
中京,ダート,1800,左,曇,重,8,8,9,メイショウサノサ,牝,2,55,加藤祥太,1:56.9,クビ,7-8-9-9,40.9,102.2,9,420,0
中京,ダート,1800,左,曇,重,中,8,8,テイエムライダー,牡,2,55,ルメール,,,3-1-1-1,,2.6,1,468,0
