場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
新潟,,,,晴,良,1,4,8,フェミナフォルテ,牝,3,53,横山琉人,1:48.9,,13-12,35.0,4.6,3,414,-12
新潟,,,,晴,良,2,4,7,シャイニースイフト,牡,3,53,佐々木大,1:49.0,3/4,1-1,35.8,1.8,1,436,0
新潟,,,,晴,良,3,1,2,ワビスケ,牝,3,54,川又賢治,1:49.8,5,4-3,36.4,80.1,9,458,0
新潟,,,,晴,良,4,7,14,ムジェロ,牡,3,53,西塚洸二,1:49.9,1/2,9-11,35.9,3.8,2,514,-10
新潟,,,,晴,良,5,3,5,ラビットヘアー,牝,3,54,富田暁,1:49.9,アタマ,4-6,36.3,43.8,7,422,0
新潟,,,,晴,良,6,7,13,エマウリオマレプ,牝,3,54,武藤雅,1:50.2,1.1/2,4-6,36.7,15.2,4,506,+4
新潟,,,,晴,良,7,2,4,クイーンディーン,牝,3,53,秋山稔樹,1:50.3,3/4,11-9,36.8,134.6,12,474,0
新潟,,,,晴,良,8,1,1,アポテカ,牝,3,51,水沼元輝,1:50.4,3/4,8-3,37.2,35.9,6,424,+2
新潟,,,,晴,良,9,8,15,ファイアーバード,牝,3,51,川端海翼,1:50.6,3/4,12-12,36.4,118.5,11,450,-2
新潟,,,,晴,良,10,8,16,マウンテンエース,牡,3,53,石田拓郎,1:50.6,クビ,15-15,36.0,109.0,10,470,0
新潟,,,,晴,良,11,6,12,アパラージタ,牡,3,53,佐藤翔馬,1:51.2,3.1/2,13-14,36.7,511.9,15,404,0
新潟,,,,晴,良,12,5,10,コンピートバーチェ,牝,3,51,鷲頭虎太,1:51.2,クビ,2-2,37.9,16.5,5,478,-2
新潟,,,,晴,良,13,5,9,ライヴァル,牡,3,53,大久保友,1:51.2,ハナ,4-8,37.1,197.9,13,478,0
新潟,,,,晴,良,14,2,3,センレツ,牡,3,54,小林脩斗,1:52.5,8,9-9,38.5,579.3,16,432,0
新潟,,,,晴,良,15,3,6,アステルグロリアス,牝,3,53,松本大輝,1:53.1,3.1/2,15-15,38.5,332.8,14,390,-10
新潟,,,,晴,良,16,6,11,ゴレイジョウ,牝,3,51,土田真翔,1:53.6,2.1/2,2-3,40.3,55.3,8,430,-4
