場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
小倉1,ダート,1000,右,晴,良,1,5,7,キャリーグレイス,牝,3,55,菊沢一樹,0:59.1,,1-1,36.2,2.4,1,434,-8
小倉1,ダート,1000,右,晴,良,2,3,4,チュッチュポッポ,牝,3,51,小林美駒,0:59.8,4,5-4,36.5,8.2,3,456,-10
小倉1,ダート,1000,右,晴,良,3,4,5,セイウンヤタガラス,牡,3,57,黛弘人,1:00.4,3.1/2,10-10,36.5,70.4,10,444,0
小倉1,ダート,1000,右,晴,良,3,4,6,スカイダイバー,牝,3,52,石田拓郎,1:00.4,同着,5-5,37.1,35.3,9,450,-8
小倉1,ダート,1000,右,晴,良,5,8,13,ローレルゼロ,牡,3,54,橋木太希,1:00.6,1.1/2,8-7,37.0,8.4,4,476,+2
小倉1,ダート,1000,右,晴,良,6,1,1,マジカルキャンディ,牝,3,52,石神深道,1:00.7,1/2,12-11,36.6,29.4,8,444,+2
小倉1,ダート,1000,右,晴,良,7,7,12,ベルエアキング,牡,3,57,杉原誠人,1:00.8,3/4,7-7,37.3,3.0,2,462,-2
小倉1,ダート,1000,右,晴,良,8,7,11,トーアローダンテ,牝,3,52,古川奈穂,1:01.1,2,2-2,38.1,12.1,5,446,+4
小倉1,ダート,1000,右,晴,良,9,8,14,ロンドンキッド,牝,3,55,丹内祐次,1:01.1,ハナ,2-2,38.0,18.4,6,426,-6
小倉1,ダート,1000,右,晴,良,10,6,10,カリスパール,牝,3,51,河原田菜,1:01.1,ハナ,10-12,37.2,135.2,12,484,+8
小倉1,ダート,1000,右,晴,良,11,5,8,アルピナセブン,牝,3,55,秋山稔樹,1:01.1,ハナ,12-12,37.0,192.5,13,446,-6
小倉1,ダート,1000,右,晴,良,12,3,3,ショウブダッシュ,牝,3,53,小林脩斗,1:01.4,1.3/4,14-14,36.9,197.9,14,430,-2
小倉1,ダート,1000,右,晴,良,13,6,9,ダイユウボンバー,牝,3,55,佐々木大,1:01.6,1,4-5,38.4,27.1,7,440,+10
小倉1,ダート,1000,右,晴,良,14,2,2,ダンツリーザ,牝,3,52,川端海翼,1:01.9,2,8-7,38.3,98.2,11,416,-3
