場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,芝,2000,右,晴,良,1,6,11,オルソビアンコ,牝,3,54,田辺裕信,2:03.1,,9-9-7-6,35.2,40.8,10,384,0
中山,芝,2000,右,晴,良,2,7,13,リュクススティール,牡,3,56,横山和生,2:03.1,ハナ,3-3-3-3,35.8,5.6,3,500,0
中山,芝,2000,右,晴,良,3,4,8,オクタヴィアヌス,牡,3,56,北村宏司,2:03.3,3/4,7-7-9-7,35.3,10.6,5,508,0
中山,芝,2000,右,晴,良,4,4,7,ダット,牝,3,52,原優介,2:03.5,1.1/4,1-1-1-1,36.5,26.1,9,432,0
中山,芝,2000,右,晴,良,5,1,1,ラスブリサス,牡,3,56,戸崎圭太,2:03.6,3/4,2-2-2-2,36.5,3.3,1,518,0
中山,芝,2000,右,晴,良,6,2,3,エリソン,牡,3,56,バシュロ,2:04.1,2.1/2,8-7-10-10,35.9,12.9,6,510,0
中山,芝,2000,右,晴,良,7,5,9,レヴィーアキング,牡,3,56,松岡正海,2:04.1,クビ,14-11-3-3,36.8,6.3,4,492,0
中山,芝,2000,右,晴,良,8,2,4,アワビキング,牡,3,56,木幡巧也,2:04.5,2,5-5-7-7,36.6,174.3,16,468,0
中山,芝,2000,右,晴,良,8,3,5,レッドアーバイン,牡,3,56,Ｍ．デム,2:04.5,同着,3-3-3-3,37.2,4.7,2,492,0
中山,芝,2000,右,晴,良,10,8,16,ビーチブルース,牡,3,54,山田敬士,2:04.6,1/2,9-9-10-11,36.3,260.8,17,466,0
中山,芝,2000,右,晴,良,11,6,12,ゼッタイ,牝,3,54,菊沢一樹,2:04.8,1.1/2,11-11-13-11,36.3,148.1,15,414,0
中山,芝,2000,右,晴,良,12,8,17,ブレストサンダー,牡,3,56,丹内祐次,2:04.9,クビ,12-11-10-11,36.7,130.1,14,480,0
中山,芝,2000,右,晴,良,13,7,14,リアルデグニティ,牡,3,56,横山武史,2:05.0,1/2,13-14-13-14,36.5,19.6,8,542,0
中山,芝,2000,右,晴,良,14,8,15,イノセンス,牝,3,54,菅原明良,2:05.1,3/4,5-5-6-7,37.4,14.8,7,468,0
中山,芝,2000,右,晴,良,15,1,2,ナビー,牝,3,54,田中勝春,2:05.7,3.1/2,14-14-13-15,37.2,100.1,11,462,0
中山,芝,2000,右,晴,良,16,3,6,ウインネモフィラ,牝,3,52,小林脩斗,2:17.4,大,16-16-16-16,44.6,107.0,12,420,0
中山,芝,2000,右,晴,良,17,5,10,ウインプリームス,牝,3,53,永野猛蔵,2:17.9,3,17-17-17-17,45.0,113.8,13,456,0
