場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
福島,ダート,1700,右,曇,良,1,5,6,プメハナ,牝,3,54,石橋脩,1:45.6,,11-10-8-5,37.1,6.3,3,452,-6
福島,ダート,1700,右,曇,良,2,8,13,スマートハンター,牡,3,56,藤懸貴志,1:45.7,1,2-2-2-2,38.1,7.8,4,500,-2
福島,ダート,1700,右,曇,良,3,4,5,パープルナイト,牡,3,56,西村太一,1:46.2,3,3-3-3-4,38.4,2.5,1,504,-12
福島,ダート,1700,右,曇,良,4,2,2,サムハンター,牡,5,58,丸山元気,1:46.4,1.1/4,3-3-3-2,38.6,14.6,7,486,-2
福島,ダート,1700,右,曇,良,5,1,1,ビーマイセルフ,牝,5,54,小林脩斗,1:46.6,1.1/4,7-6-8-7,38.2,181.6,12,466,-12
福島,ダート,1700,右,曇,良,6,7,10,アーバンデザイン,セ,4,57,佐々木大,1:46.9,1.1/2,11-12-11-10,38.1,13.7,6,516,+2
福島,ダート,1700,右,曇,良,7,8,12,アオカミ,セ,4,57,原優介,1:47.0,1/2,1-1-1-1,39.5,22.3,8,476,-12
福島,ダート,1700,右,曇,良,8,3,3,シャンダス,牡,4,58,古川吉洋,1:47.4,2.1/2,13-13-12-12,38.5,135.9,11,474,+8
福島,ダート,1700,右,曇,良,9,6,9,ビービーグラーテス,牡,3,53,川端海翼,1:47.7,1.3/4,6-6-5-5,39.7,10.0,5,492,0
福島,ダート,1700,右,曇,良,10,6,8,サンライズスコール,牡,4,58,丹内祐次,1:47.8,クビ,10-8-7-9,39.5,3.9,2,458,+2
福島,ダート,1700,右,曇,良,11,5,7,マルターズデイ,牡,4,58,嶋田純次,1:48.1,1.3/4,7-8-10-11,39.4,126.4,9,496,-2
福島,ダート,1700,右,曇,良,12,4,4,ナムラスワガー,牡,5,58,城戸義政,1:48.3,1.1/2,3-3-6-7,40.2,131.8,10,484,+4
福島,ダート,1700,右,曇,良,13,7,11,クラウンハヴィ,牡,4,58,中井裕二,1:48.8,3,9-10-13-13,39.5,262.2,13,480,+1
