場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中京,ダート,1400,左,晴,良,1,5,9,ロードアウォード,セ,3,57,川田将雅,1:24.1,,4-6,37.1,2.1,1,460,-4
中京,ダート,1400,左,晴,良,2,8,16,ワールズコライド,牡,3,57,浜中俊,1:24.4,1.1/2,4-4,37.5,7.2,3,540,+8
中京,ダート,1400,左,晴,良,3,5,10,ヴィヴァン,牡,5,58,モレイラ,1:24.6,1.1/2,8-10,37.3,7.4,4,488,+2
中京,ダート,1400,左,晴,良,3,6,12,ロードフォンス,牡,3,57,坂井瑠星,1:24.6,同着,8-10,37.3,22.3,8,468,+12
中京,ダート,1400,左,晴,良,5,2,3,ディアサクセサー,牡,3,57,岩田望来,1:24.8,1.1/4,12-12,37.2,14.0,5,520,+8
中京,ダート,1400,左,晴,良,6,3,6,ロイヤルソウル,牝,4,56,木幡初也,1:25.4,3.1/2,8-8,38.1,100.6,14,478,+2
中京,ダート,1400,左,晴,良,7,4,8,ミセスバローズ,牝,5,56,松若風馬,1:25.4,ハナ,15-14,37.1,45.0,10,428,-2
中京,ダート,1400,左,晴,良,8,7,14,スキャッターシード,牝,5,56,ルメール,1:25.5,3/4,8-8,38.2,5.5,2,562,-2
中京,ダート,1400,左,晴,良,9,3,5,ミラキュラスライト,牡,4,58,横山武史,1:25.6,1/2,16-16,36.7,91.4,13,484,-4
中京,ダート,1400,左,晴,良,10,1,2,スズカコーズ,牡,3,57,松山弘平,1:25.8,3/4,12-13,38.3,57.5,11,498,-6
中京,ダート,1400,左,晴,良,11,8,15,ハクサンパイオニア,牡,3,57,ムルザバ,1:26.0,1.1/4,3-2,39.2,76.4,12,502,-2
中京,ダート,1400,左,晴,良,12,6,11,エリカコレクト,牝,4,56,角田大和,1:26.0,クビ,14-14,37.8,146.3,16,482,+4
中京,ダート,1400,左,晴,良,13,4,7,マホロバ,牡,3,57,Ｍ．デム,1:26.1,クビ,7-6,39.0,21.7,7,516,+12
中京,ダート,1400,左,晴,良,14,2,4,サイレンスタイム,牡,3,57,水口優也,1:26.4,1.3/4,2-2,39.7,29.5,9,494,+1
中京,ダート,1400,左,晴,良,15,7,13,ヴィンテージボンド,牡,4,58,ビュイッ,1:26.7,2,4-5,39.8,19.9,6,494,0
中京,ダート,1400,左,晴,良,16,1,1,スマートセプター,牡,4,58,吉田隼人,1:26.7,アタマ,1-1,40.1,111.1,15,494,-6
