場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
小倉,ダート,1700,右,曇,重,1,7,11,ブランアルディ,牝,4,55,西村淳也,1:45.6,,4-3-3-4,36.8,6.4,3,468,-10
小倉,ダート,1700,右,曇,重,2,8,12,クリノニキータ,牝,6,55,角田大和,1:45.7,クビ,6-6-3-2,36.8,6.9,4,478,+6
小倉,ダート,1700,右,曇,重,3,4,4,スカンジナビア,牝,4,55,富田暁,1:46.1,2.1/2,1-1-1-1,37.5,2.2,1,456,-6
小倉,ダート,1700,右,曇,重,4,3,3,ワイルドベティ,牝,4,54,小沢大仁,1:46.2,3/4,7-7-7-6,37.0,37.7,7,412,-6
小倉,ダート,1700,右,曇,重,5,6,9,レリジールダモーレ,牝,4,55,菱田裕二,1:46.4,1.1/4,9-9-10-8,37.0,8.5,5,434,-8
小倉,ダート,1700,右,曇,重,6,4,5,ベルカノア,牝,4,53,藤田菜七,1:46.5,クビ,2-2-2-2,37.9,15.0,6,460,0
小倉,ダート,1700,右,曇,重,7,2,2,シアープレジャー,牝,6,53,佐々木大,1:46.6,3/4,4-3-3-4,37.7,70.8,9,434,+4
小倉,ダート,1700,右,曇,重,8,5,7,カンパニュール,牝,4,55,野中悠太,1:47.0,2.1/2,13-13-11-10,37.4,74.6,10,476,-4
小倉,ダート,1700,右,曇,重,9,7,10,パタゴニア,牝,5,56,ムルザバ,1:47.0,ハナ,7-8-7-7,37.8,4.4,2,502,+4
小倉,ダート,1700,右,曇,重,10,6,8,パリスデージー,牝,6,56,斎藤新,1:47.6,4,9-12-13-12,37.7,172.1,13,442,-12
小倉,ダート,1700,右,曇,重,11,1,1,サルサディーバ,牝,4,54,秋山稔樹,1:48.2,3.1/2,9-9-11-10,38.7,81.4,11,494,0
小倉,ダート,1700,右,曇,重,12,5,6,キットクル,牝,4,55,丹内祐次,1:49.5,8,3-3-3-8,40.6,145.7,12,454,+6
小倉,ダート,1700,右,曇,重,13,8,13,ネージュプドルーズ,牝,4,51,古川奈穂,1:49.7,1.1/4,9-9-7-13,40.5,49.9,8,422,+6
