場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中京1,ダート,1200,左,晴,良,1,4,7,オステリア,牡,4,58,荻野極,1:12.9,,11-10,36.7,28.0,9,506,-2
中京1,ダート,1200,左,晴,良,2,7,13,ヤマイチエスポ,牝,4,53,川端海翼,1:13.1,1.1/4,11-12,36.9,169.0,14,468,-2
中京1,ダート,1200,左,晴,良,3,2,4,フラップシグナス,牡,4,58,坂井瑠星,1:13.2,1/2,1-1,38.1,2.4,1,492,0
中京1,ダート,1200,左,晴,良,4,3,5,リッキーヤスオカ,牡,4,58,岩田望来,1:13.3,1/2,7-6,37.6,52.5,12,494,0
中京1,ダート,1200,左,晴,良,5,5,9,プレイテシア,牝,4,56,川須栄彦,1:13.3,ハナ,8-8,37.5,130.6,13,416,-4
中京1,ダート,1200,左,晴,良,6,8,15,エリザベスミノル,牝,4,56,横山典弘,1:13.4,3/4,15-14,36.9,22.2,8,456,+10
中京1,ダート,1200,左,晴,良,7,2,3,トモノボーイ,牡,4,58,鮫島克駿,1:13.4,ハナ,13-12,37.1,50.5,11,490,+4
中京1,ダート,1200,左,晴,良,8,5,10,ベルドラゴ,牡,4,57,小沢大仁,1:13.6,3/4,13-14,37.3,16.6,7,478,-2
中京1,ダート,1200,左,晴,良,9,1,1,サクハル,牡,4,56,角田大河,1:13.7,3/4,9-9,37.8,7.7,4,502,+6
中京1,ダート,1200,左,晴,良,10,3,6,テイエムフェロー,牡,4,58,和田竜二,1:13.7,アタマ,2-2,38.5,6.8,3,492,+2
中京1,ダート,1200,左,晴,良,11,7,14,ジャコエマリックン,牡,7,58,太宰啓介,1:13.8,1/2,16-14,37.0,324.6,15,486,+15
中京1,ダート,1200,左,晴,良,12,6,11,リオンラファール,セ,4,58,Ｍ．デム,1:13.8,ハナ,6-6,38.3,5.0,2,520,-10
中京1,ダート,1200,左,晴,良,13,1,2,パレフォーコン,牡,4,58,団野大成,1:13.9,1/2,4-3,38.5,14.1,6,446,+8
中京1,ダート,1200,左,晴,良,14,6,12,マイアミュレット,セ,4,58,国分恭介,1:14.1,1.1/4,9-10,38.1,350.7,16,480,+2
中京1,ダート,1200,左,晴,良,15,4,8,ナムラデイリリー,牝,4,56,酒井学,1:14.2,クビ,4-5,38.8,13.3,5,472,+2
中京1,ダート,1200,左,晴,良,16,8,16,トモジャアルマンド,牡,6,58,古川吉洋,1:14.2,クビ,3-3,38.9,43.3,10,508,-2
