場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,,,,晴,良,1,1,1,キャットファイト,牝,3,55,大野拓弥,1:34.6,,2-3-2,35.7,5.4,3,442,-4
中山,,,,晴,良,2,2,2,テウメッサ,牝,3,55,津村明秀,1:34.6,クビ,7-6-4,35.3,5.9,4,468,+2
中山,,,,晴,良,3,5,6,メイショウヨゾラ,牝,3,55,石橋脩,1:34.7,3/4,1-1-1,36.1,20.4,9,462,-6
中山,,,,晴,良,4,4,4,サクセスカラー,牝,3,55,田辺裕信,1:34.9,1.1/4,10-9-9,35.3,4.4,1,468,-2
中山,,,,晴,良,5,6,8,ラヴスコール,牝,3,55,横山和生,1:34.9,ハナ,9-9-9,35.3,6.0,5,418,-4
中山,,,,晴,良,6,7,10,エリカエスティーム,牝,3,55,丹内祐次,1:35.0,3/4,7-6-7,35.7,4.8,2,512,0
中山,,,,晴,良,7,5,5,ソルトクィーン,牝,3,55,富田暁,1:35.2,1,5-5-4,36.0,9.7,6,436,+2
中山,,,,晴,良,8,8,12,ガジュノリ,牝,3,55,石川裕紀,1:35.2,ハナ,2-4-4,36.2,37.6,10,466,-2
中山,,,,晴,良,9,7,9,コスモディナー,牝,3,55,松岡正海,1:35.2,クビ,6-6-7,35.9,16.6,7,458,-4
中山,,,,晴,良,10,3,3,トーアアイギス,牝,3,55,勝浦正樹,1:35.3,1/2,2-2-2,36.5,92.8,11,466,+6
中山,,,,晴,良,11,6,7,スプリングノヴァ,牝,3,55,北村宏司,1:36.0,4,12-12-12,35.6,20.4,8,396,-2
中山,,,,晴,良,12,8,11,エチャケナ,牝,3,55,柴田大知,1:36.4,2.1/2,10-11-11,36.5,251.4,12,440,-4
