場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
東京,ダート,2100,左,曇,良,1,2,3,サロンドブラック,牡,3,56,菅原明良,2:13.9,,6-5-4-4,39.5,3.0,2,488,-6
東京,ダート,2100,左,曇,良,2,7,12,セイウンデイスター,牡,3,56,大野拓弥,2:14.5,3.1/2,13-13-13-11,38.3,126.3,12,446,-2
東京,ダート,2100,左,曇,良,3,2,2,ビップスコーピオン,牡,3,56,柴田大知,2:14.7,1.1/2,7-7-8-7,39.9,2.7,1,456,+6
東京,ダート,2100,左,曇,良,4,6,10,アストロアイガー,牡,3,56,田辺裕信,2:15.1,2.1/2,3-2-3-3,40.9,14.6,5,506,-4
東京,ダート,2100,左,曇,良,5,3,4,ロジホーム,牡,3,56,西村太一,2:15.5,2.1/2,2-2-2-2,41.5,7.1,4,548,-2
東京,ダート,2100,左,曇,良,6,1,1,ラスターブラスター,牡,3,53,石田拓郎,2:15.5,ハナ,3-4-4-4,41.1,131.7,13,502,-10
東京,ダート,2100,左,曇,良,7,3,5,ダイメイセブン,牡,3,56,津村明秀,2:15.6,クビ,1-1-1-1,41.7,6.6,3,490,-4
東京,ダート,2100,左,曇,良,8,5,9,カヤドーブラック,牝,3,53,永野猛蔵,2:15.6,ハナ,3-5-4-7,40.8,53.2,10,458,-6
東京,ダート,2100,左,曇,良,9,5,8,グリーングラシア,牡,3,56,木幡初也,2:15.8,1.1/4,11-10-8-6,41.2,26.1,7,492,+12
東京,ダート,2100,左,曇,良,10,8,14,タイムトラベラー,牡,3,56,木幡巧也,2:16.3,3,14-14-14-14,39.4,141.0,14,458,-6
東京,ダート,2100,左,曇,良,11,7,13,アサクサアダム,牡,3,52,小林美駒,2:16.3,アタマ,15-15-15-15,38.7,64.9,11,484,-2
東京,ダート,2100,左,曇,良,12,6,11,シグナルファイアー,牝,3,54,武士沢友,2:16.9,3.1/2,7-10-11-12,40.4,17.9,6,480,+2
東京,ダート,2100,左,曇,良,13,4,7,ジャスパーワールド,牡,3,56,丸山元気,2:16.9,クビ,11-12-11-12,40.5,51.0,9,514,+2
東京,ダート,2100,左,曇,良,14,8,15,ファートム,牡,3,56,石橋脩,2:17.5,3.1/2,7-7-4-7,42.8,34.6,8,476,+2
東京,ダート,2100,左,曇,良,15,4,6,サンライズアップ,牡,3,56,原田和真,2:19.8,大,7-7-10-10,44.1,641.3,15,440,-6
