場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,芝,1400,右,晴,良,1,5,7,ロゼフレア,牝,2,55,鮫島克駿,1:20.7,,8-7,34.5,7.2,5,444,-4
阪神,芝,1400,右,晴,良,2,4,5,ソンシ,牡,2,56,川田将雅,1:20.8,クビ,2-2,35.4,2.3,1,478,-2
阪神,芝,1400,右,晴,良,3,8,12,デルシエロ,牡,2,56,坂井瑠星,1:21.0,1.1/4,10-9,34.6,7.2,4,404,+2
阪神,芝,1400,右,晴,良,4,6,8,アンクルクロス,牡,2,56,長岡禎仁,1:21.0,クビ,5-4,35.3,46.1,8,472,+4
阪神,芝,1400,右,晴,良,5,2,2,モンシュマン,牡,2,56,松山弘平,1:21.1,クビ,4-4,35.6,6.5,3,472,+6
阪神,芝,1400,右,晴,良,6,1,1,キョウエイカンセ,牡,2,56,高倉稜,1:21.5,2.1/2,6-7,35.3,139.8,10,464,-14
阪神,芝,1400,右,晴,良,7,8,13,ルクスノア,牝,2,55,ルメール,1:21.6,クビ,1-1,36.4,3.7,2,466,0
阪神,芝,1400,右,晴,良,8,7,11,レアリゼアンレーヴ,牝,2,55,武豊,1:21.6,クビ,6-6,35.6,24.2,6,426,+6
阪神,芝,1400,右,晴,良,9,5,6,ロータスワンド,牝,2,55,菅原明良,1:21.8,1.1/4,8-9,35.4,64.8,9,462,-4
阪神,芝,1400,右,晴,良,10,3,3,アナベルエクラ,牝,2,55,ムルザバ,1:22.0,1.1/4,10-9,35.5,171.9,11,450,0
阪神,芝,1400,右,晴,良,11,7,10,エチャケナ,牝,2,55,岩田望来,1:22.2,1.1/4,2-2,36.7,33.0,7,442,-12
阪神,芝,1400,右,晴,良,12,4,4,エイシンコーネリア,牝,2,55,田口貫太,1:22.6,2.1/2,12-12,35.5,411.9,12,464,+6
阪神,芝,1400,右,晴,良,13,6,9,アンジェマリーナ,牝,2,55,長谷部駿,1:23.7,7,13-13,36.4,617.9,13,404,-4
