場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
福島,,,,曇,良,1,1,1,ブラックボイス,牡,4,60,石神深一,3:03.3,,3-3-2-1,13.3,2.4,1,516,-2
福島,,,,曇,良,2,7,8,マイバウム,牡,5,60,五十嵐雄,3:04.3,6,1-1-1-2,13.4,7.9,6,476,-2
福島,,,,曇,良,3,8,10,ノアチェリー,牝,4,58,大江原圭,3:04.7,2.1/2,5-5-5-3,13.4,5.0,2,470,-4
福島,,,,曇,良,4,6,6,サダムラピュタ,牡,8,60,黒岩悠,3:06.1,8,6-6-6-6,13.5,39.1,9,478,-12
福島,,,,曇,良,5,4,4,メイショウコホク,セ,6,60,難波剛健,3:06.5,2.1/2,2-2-3-4,13.6,7.8,5,498,-8
福島,,,,曇,良,6,3,3,ワイドレッジャドロ,牡,6,60,小牧加矢,3:06.7,1.1/2,3-3-4-4,13.6,6.1,3,504,-22
福島,,,,曇,良,7,8,11,ワンダーウォール,牡,5,60,小野寺祐,3:07.4,4,7-8-8-7,13.6,133.8,10,482,-6
福島,,,,曇,良,8,2,2,スペキュレーター,牡,4,60,草野太郎,3:07.7,1.3/4,7-7-7-7,13.7,32.6,8,484,0
福島,,,,曇,良,9,6,7,アルファインディ,牡,3,58,上野翔,3:08.9,7,9-9-9-9,13.7,29.5,7,442,+6
福島,,,,曇,良,10,5,5,スピリットクークス,牡,3,58,鈴木慶太,3:22.3,大,10-10-10-10,14.7,167.8,11,452,-6
福島,,,,曇,良,中,7,9,アルカンサス,牡,4,57,水沼元輝,,,,,7.6,4,474,+4
