場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
東京,芝,1800,左,曇,良,1,4,5,ルージュリナージュ,牝,4,56,横山和生,1:46.1,,13-12-10,33.1,8.3,3,446,+2
東京,芝,1800,左,曇,良,2,8,14,ラリュエル,牝,4,56,津村明秀,1:46.2,3/4,2-3-3,34.0,9.0,4,436,+8
東京,芝,1800,左,曇,良,3,5,7,カナテープ,牝,4,56,モレイラ,1:46.3,1/2,10-9-10,33.4,1.5,1,466,0
東京,芝,1800,左,曇,良,4,1,1,スミ,牝,4,56,国分恭介,1:46.4,1/2,6-7-6,33.9,165.9,14,476,-6
東京,芝,1800,左,曇,良,5,3,4,インザオベーション,牝,4,56,石川裕紀,1:46.5,3/4,4-4-3,34.2,15.4,5,468,-2
東京,芝,1800,左,曇,良,6,7,12,アインゲーブング,牝,5,56,柴田大知,1:46.5,クビ,6-6-6,34.0,83.0,11,450,+4
東京,芝,1800,左,曇,良,7,8,13,エリオトローピオ,牝,4,56,木幡巧也,1:46.6,3/4,10-9-8,33.9,99.8,12,420,+4
東京,芝,1800,左,曇,良,8,2,2,ウヴァロヴァイト,牝,3,54,横山武史,1:46.9,1.1/2,5-4-5,34.5,6.0,2,450,+12
東京,芝,1800,左,曇,良,9,5,8,カヨウネンカ,牝,4,56,嶋田純次,1:46.9,アタマ,12-12-13,33.7,66.4,8,468,0
東京,芝,1800,左,曇,良,10,6,10,モリノカンナチャン,牝,5,56,菅原明良,1:47.0,3/4,14-14-13,33.8,37.7,6,456,-2
東京,芝,1800,左,曇,良,11,6,9,ルース,牝,5,56,吉田豊,1:47.4,2.1/2,2-2-2,35.5,140.3,13,506,-6
東京,芝,1800,左,曇,良,12,7,11,ロジレット,牝,4,56,野中悠太,1:47.5,クビ,1-1-1,35.7,77.6,10,466,+10
東京,芝,1800,左,曇,良,13,4,6,ラクスバラディー,牝,4,56,北村宏司,1:47.8,1.3/4,6-7-8,35.1,70.2,9,518,-10
東京,芝,1800,左,曇,良,14,3,3,ニシノラブウインク,牝,4,56,原優介,1:48.5,4,9-9-10,35.5,41.4,7,478,+16
