場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
京都,ダート,1900,右,晴,良,1,7,12,ホウオウフウジン,牡,4,58,坂井瑠星,1:59.1,,2-2-2-1,38.8,2.5,1,532,+22
京都,ダート,1900,右,晴,良,2,8,14,ウインヴェルデ,牡,4,58,松山弘平,2:00.6,9,6-6-3-3,39.8,9.8,5,484,+2
京都,ダート,1900,右,晴,良,3,1,1,グローツラング,牡,4,58,武豊,2:01.0,2,14-14-10-9,38.3,6.7,3,518,-4
京都,ダート,1900,右,晴,良,4,4,5,ジルバーン,牡,4,58,横山典弘,2:01.1,3/4,11-11-14-12,38.3,4.8,2,428,+4
京都,ダート,1900,右,晴,良,5,5,8,シュピカ,牝,5,56,竹之下智,2:01.3,1.1/2,9-10-10-10,38.8,48.1,10,482,+10
京都,ダート,1900,右,晴,良,6,6,10,メイショウホタルビ,牝,5,53,田口貫太,2:01.4,クビ,8-8-9-8,39.4,14.0,6,436,+4
京都,ダート,1900,右,晴,良,7,2,2,タロファイター,牡,4,58,幸英明,2:01.6,1.1/2,1-1-1-2,41.3,24.3,9,456,-2
京都,ダート,1900,右,晴,良,8,6,9,レッドシリウス,牡,6,58,藤懸貴志,2:01.9,1.1/2,9-9-7-6,40.1,15.1,7,572,+30
京都,ダート,1900,右,晴,良,9,4,6,ナムラスワガー,牡,5,58,城戸義政,2:03.3,8,4-4-3-4,42.4,18.8,8,480,-6
京都,ダート,1900,右,晴,良,10,5,7,レスペディーザ,牝,5,56,池添謙一,2:03.9,3.1/2,13-13-12-13,41.1,63.1,11,430,-4
京都,ダート,1900,右,晴,良,11,3,4,ココロノエンジェル,牝,5,56,荻野琢真,2:04.1,1.1/2,4-4-7-10,42.2,301.3,14,452,+4
京都,ダート,1900,右,晴,良,12,3,3,エルデスペラード,牡,4,58,古川吉洋,2:04.5,2.1/2,2-2-5-6,43.2,70.8,12,440,0
京都,ダート,1900,右,晴,良,13,7,11,スーパーショット,牡,4,57,小沢大仁,2:04.9,2,11-11-12-14,42.0,187.1,13,466,-2
京都,ダート,1900,右,晴,良,14,8,13,キングリスティア,セ,7,58,団野大成,2:04.9,アタマ,7-7-6-5,43.5,9.1,4,516,+4
