場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
新潟,,,,晴,稍重,1,6,9,ウインエーデル,牝,3,54,丹内祐次,1:36.2,,5-4,34.1,2.6,1,448,+6
新潟,,,,晴,稍重,2,2,2,シルヴァーデューク,牡,3,56,吉田隼人,1:36.2,アタマ,9-9,33.7,5.3,3,458,+6
新潟,,,,晴,稍重,3,5,7,イヴニングスター,牡,4,58,菊沢一樹,1:36.2,クビ,2-4,34.2,10.9,5,506,-8
新潟,,,,晴,稍重,4,8,14,サトノヴィレ,牡,3,56,柴田善臣,1:36.5,1.1/2,9-9,34.1,4.5,2,500,+8
新潟,,,,晴,稍重,5,8,13,リュミエールノワル,牡,4,58,石橋脩,1:36.5,クビ,2-2,34.6,17.2,7,470,+2
新潟,,,,晴,稍重,6,6,10,レッドバレンティア,牡,3,56,横山琉人,1:36.6,クビ,5-4,34.5,18.8,8,454,+4
新潟,,,,晴,稍重,7,5,8,トーセンサマンサ,牝,3,54,西塚洸二,1:36.6,アタマ,1-1,34.8,206.0,13,420,-6
新潟,,,,晴,稍重,8,1,1,ゴルトファルベン,牡,6,58,松本大輝,1:36.7,1/2,14-13,34.1,22.1,9,504,-2
新潟,,,,晴,稍重,9,4,6,カフェクロニクル,牡,4,58,丸山元気,1:36.8,1/2,9-9,34.4,34.0,10,470,+4
新潟,,,,晴,稍重,10,7,12,カネトシディーバ,牝,5,56,永島まな,1:36.8,アタマ,2-2,34.8,174.9,12,484,+4
新潟,,,,晴,稍重,11,3,4,アウクソー,牝,3,54,斎藤新,1:36.8,ハナ,7-7,34.5,86.9,11,422,+2
新潟,,,,晴,稍重,12,3,3,アンジェリーナ,牝,4,56,古川吉洋,1:36.9,クビ,12-12,34.3,13.6,6,438,0
新潟,,,,晴,稍重,13,7,11,ナイトキャッスル,牡,3,56,富田暁,1:37.0,1,7-7,34.7,10.3,4,534,+10
新潟,,,,晴,稍重,14,4,5,ツクバマサカド,牡,6,58,秋山稔樹,1:38.3,8,13-13,35.5,375.0,14,494,+6
