場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,ダート,1800,右,晴,良,1,8,15,カンジ,牡,3,55,佐々木大,1:53.4,,2-2-2-2,38.7,3.1,1,508,+28
中山,ダート,1800,右,晴,良,2,7,13,カムランベイ,牡,4,55,長浜鴻緒,1:53.5,1/2,4-6-5-4,38.5,10.4,5,498,-2
中山,ダート,1800,右,晴,良,3,4,7,コレクテイニア,牡,4,58,吉田豊,1:53.9,2.1/2,13-12-10-9,38.3,8.3,4,466,-2
中山,ダート,1800,右,晴,良,4,8,16,スライスヘリテージ,牝,4,56,伊藤工真,1:53.9,クビ,3-3-2-3,39.2,21.1,9,478,-4
中山,ダート,1800,右,晴,良,5,5,10,ジャクソン,牡,4,58,木幡初也,1:54.2,2,8-12-10-9,38.6,35.7,10,514,+6
中山,ダート,1800,右,晴,良,6,7,14,ブライテストドーン,セ,4,58,永野猛蔵,1:54.3,クビ,4-6-5-5,39.3,5.8,3,514,-2
中山,ダート,1800,右,晴,良,7,5,9,ミニョンルミエール,牝,5,53,石神深道,1:54.4,3/4,8-8-8-7,39.0,172.2,15,442,+2
中山,ダート,1800,右,晴,良,8,3,5,マーゴットミニモ,牝,4,56,荻野極,1:54.6,1.1/2,1-1-1-1,40.0,16.7,7,488,-10
中山,ダート,1800,右,晴,良,9,4,8,ロードインフェルノ,牡,3,55,丹内祐次,1:55.0,2,8-8-4-5,40.2,4.3,2,472,-14
中山,ダート,1800,右,晴,良,10,6,11,シルヴァティカ,牝,4,56,北村宏司,1:55.1,1,16-16-16-14,38.7,62.9,12,468,+8
中山,ダート,1800,右,晴,良,11,1,1,フユソウビ,牡,3,54,原優介,1:55.3,1.1/4,14-14-13-12,39.4,57.5,11,466,+8
中山,ダート,1800,右,晴,良,12,2,4,コスモヴィーコ,牡,3,55,松岡正海,1:55.3,アタマ,14-14-13-12,39.4,136.1,14,490,+8
中山,ダート,1800,右,晴,良,13,2,3,クリスプブリーズ,セ,4,58,木幡巧也,1:56.3,6,8-8-8-7,40.9,85.5,13,502,+2
中山,ダート,1800,右,晴,良,14,6,12,トリオンファーレ,セ,4,57,横山琉人,1:56.6,2,4-4-7-9,41.5,20.7,8,470,0
中山,ダート,1800,右,晴,良,15,1,2,ヒカルエリザベス,牝,3,53,的場勇人,1:57.3,4,8-8-15-15,41.0,344.5,16,462,0
中山,ダート,1800,右,晴,良,16,3,6,フィッツジェラルド,牡,3,55,大野拓弥,2:02.1,大,4-4-10-15,46.5,13.3,6,552,+14
