場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
京都,ダート,1400,右,曇,重,1,6,8,ペプチドタイガー,牡,3,56,川田将雅,1:24.0,,2-1,37.9,1.8,1,460,-6
京都,ダート,1400,右,曇,重,2,6,9,シンゼンイズモ,牡,3,56,和田竜二,1:24.8,5,6-4,37.8,7.0,3,520,+2
京都,ダート,1400,右,曇,重,3,5,6,メイショウタイゲイ,牡,4,57,小沢大仁,1:25.2,2,9-9,37.5,57.2,9,460,-2
京都,ダート,1400,右,曇,重,4,7,10,ドンアチェカ,牡,3,56,岩田望来,1:25.5,2,6-7,38.4,19.3,5,492,+6
京都,ダート,1400,右,曇,重,5,3,3,ジャーヴィス,牡,3,56,酒井学,1:25.6,1/2,8-8,38.3,26.0,6,486,+12
京都,ダート,1400,右,曇,重,6,5,7,グランデスフィーダ,牡,3,56,松山弘平,1:25.6,アタマ,2-2,39.5,3.8,2,530,+8
京都,ダート,1400,右,曇,重,7,7,11,トーホウキザン,牡,3,56,国分恭介,1:26.3,4,12-11,38.2,39.4,8,464,-4
京都,ダート,1400,右,曇,重,8,1,1,ホープインザダーク,牡,4,58,西村淳也,1:26.4,クビ,12-12,38.3,103.3,12,510,+2
京都,ダート,1400,右,曇,重,9,2,2,スカプラリオ,牝,3,54,田中健,1:26.9,3,1-3,40.9,36.1,7,462,+2
京都,ダート,1400,右,曇,重,10,8,13,フリークボンバー,牡,6,54,河原田菜,1:27.4,3,9-9,39.7,75.9,10,488,-8
京都,ダート,1400,右,曇,重,11,8,12,ヴァンダービルト,牡,4,58,武豊,1:27.4,クビ,5-6,40.5,10.5,4,524,-2
京都,ダート,1400,右,曇,重,12,4,4,エトワールジェンヌ,牝,4,56,藤岡康太,1:28.0,3.1/2,4-4,41.5,160.3,13,514,-2
京都,ダート,1400,右,曇,重,13,4,5,ホヲユイットウ,牝,4,53,田口貫太,1:28.7,4,9-12,40.9,102.2,11,412,+22
