場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
函館,芝,2000,右,晴,良,1,5,5,イトカワサクラ,牝,3,53,鮫島克駿,2:01.5,,8-8-5-4,34.4,1.9,1,450,+4
函館,芝,2000,右,晴,良,2,2,2,ユイ,牝,4,52,古川奈穂,2:01.5,アタマ,1-1-1-1,35.1,49.4,8,444,-2
函館,芝,2000,右,晴,良,3,6,7,ノレッジビューティ,牝,3,53,横山武史,2:01.6,3/4,3-3-4-4,34.7,3.1,2,450,0
函館,芝,2000,右,晴,良,4,4,4,マリネロ,牝,4,56,丹内祐次,2:01.6,ハナ,3-3-2-3,35.0,9.8,4,434,+2
函館,芝,2000,右,晴,良,5,8,10,ルーチェロッサ,牝,3,52,横山琉人,2:01.7,1,5-5-8-6,34.5,74.9,10,452,+10
函館,芝,2000,右,晴,良,6,6,6,エイシンジェンマ,牝,3,53,富田暁,2:01.8,1/2,2-2-2-2,35.2,10.0,5,490,+2
函館,芝,2000,右,晴,良,7,8,11,メランポジューム,牝,3,53,吉田隼人,2:01.8,ハナ,10-9-9-8,34.5,9.5,3,456,+6
函館,芝,2000,右,晴,良,8,1,1,キュンストラー,牝,5,56,黛弘人,2:02.0,1.1/4,11-11-11-11,34.4,100.9,11,414,+2
函館,芝,2000,右,晴,良,9,7,8,フラッシングレート,牝,3,53,北村友一,2:02.3,1.1/2,5-7-5-6,35.2,30.4,6,464,+8
函館,芝,2000,右,晴,良,10,7,9,アドマイヤハイジ,牝,5,56,武豊,2:03.0,4,9-9-9-8,35.7,33.6,7,430,0
函館,芝,2000,右,晴,良,11,3,3,コウセイマリア,牝,3,51,佐々木大,2:03.6,3.1/2,5-5-5-8,36.5,65.8,9,396,-4
