場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
函館,ダート,1000,右,晴,良,1,4,4,レターマイハート,牝,3,52,佐々木大,0:59.4,,4-4,35.8,8.2,5,466,-10
函館,ダート,1000,右,晴,良,2,8,11,グランツベリー,牝,3,50,古川奈穂,0:59.6,1.1/4,2-2,36.6,4.4,3,446,+6
函館,ダート,1000,右,晴,良,3,6,7,バサラ,牝,3,52,小林凌大,0:59.8,1.1/4,3-3,36.7,5.8,4,448,0
函館,ダート,1000,右,晴,良,4,6,8,ニシノタメチカ,牝,3,54,勝浦正樹,1:00.0,1.1/2,4-4,36.4,19.0,7,480,0
函館,ダート,1000,右,晴,良,5,7,10,フューチャーアゲン,牝,3,54,丹内祐次,1:00.1,クビ,7-6,36.3,62.1,10,454,+2
函館,ダート,1000,右,晴,良,6,8,12,ルーチェステラーレ,牝,3,53,横山琉人,1:00.1,クビ,1-1,37.3,3.8,1,464,+14
函館,ダート,1000,右,晴,良,7,1,1,スノーヴァース,牝,3,51,鷲頭虎太,1:00.1,ハナ,8-8,35.9,4.3,2,418,+10
函館,ダート,1000,右,晴,良,8,3,3,マドンナリリー,牝,3,51,小林勝太,1:00.8,4,8-8,36.6,33.4,8,488,+10
函館,ダート,1000,右,晴,良,9,2,2,パルフュメ,牝,3,54,横山武史,1:00.8,クビ,4-7,37.2,9.4,6,470,+6
函館,ダート,1000,右,晴,良,10,7,9,イズジョーノバトン,牝,3,54,川島信二,1:00.9,3/4,11-8,36.2,186.7,11,474,0
函館,ダート,1000,右,晴,良,11,5,6,ライヴリー,牝,3,54,鮫島克駿,1:02.2,8,10-11,37.7,36.7,9,474,+2
函館,ダート,1000,右,晴,良,12,5,5,クリノミスゴールド,牝,3,51,土田真翔,1:04.7,大,12-12,38.8,456.3,12,432,-2
