場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,,,,曇,稍重,1,6,9,ディオ,牡,4,58,岩田望来,1:33.7,,5-3,34.9,4.2,2,506,+4
阪神,,,,曇,稍重,2,8,13,セーヌドゥレーヴ,牝,3,55,川田将雅,1:33.8,クビ,11-11,34.4,2.7,1,464,+2
阪神,,,,曇,稍重,3,5,8,シュタールヴィント,牡,3,57,坂井瑠星,1:33.8,アタマ,5-7,34.8,17.3,6,448,0
阪神,,,,曇,稍重,4,6,10,オオキニ,牡,4,58,和田竜二,1:34.3,3,8-7,35.3,154.4,11,462,+12
阪神,,,,曇,稍重,5,7,11,エンデミズム,牡,3,57,ムルザバ,1:34.5,1.1/4,3-3,35.8,5.2,3,458,-4
阪神,,,,曇,稍重,6,3,3,ヒルノショパン,牡,4,58,秋山真一,1:34.5,ハナ,1-1,36.2,23.2,8,458,0
阪神,,,,曇,稍重,7,2,2,ビヨンドザヴァレー,牝,3,55,松山弘平,1:34.7,1,3-3,35.9,5.5,4,462,+4
阪神,,,,曇,稍重,8,3,4,ムーンリットナイト,牡,4,58,川須栄彦,1:34.8,3/4,9-9,35.6,50.4,10,502,+2
阪神,,,,曇,稍重,9,5,7,エヴィダンシア,牡,4,58,岡田祥嗣,1:34.8,クビ,9-9,35.6,254.6,14,488,-8
阪神,,,,曇,稍重,10,1,1,ウインエーデル,牝,3,55,モリス,1:34.9,クビ,5-6,36.0,20.0,7,442,-6
阪神,,,,曇,稍重,11,4,5,ワンダーキサラ,牝,4,56,角田大河,1:34.9,ハナ,2-2,36.5,208.9,13,454,-2
阪神,,,,曇,稍重,12,8,14,アルナージェイン,牝,3,55,岩田康誠,1:34.9,アタマ,11-11,35.6,13.4,5,496,+4
阪神,,,,曇,稍重,13,7,12,ピラティス,牝,4,56,横山典弘,1:35.8,5,13-13,35.7,46.8,9,460,0
阪神,,,,曇,稍重,14,4,6,レアシャンパーニュ,牝,5,56,池添謙一,1:35.9,1/2,14-14,35.6,187.6,12,472,0
