場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
福島,芝,1200,右,晴,良,1,3,6,ウインモナーク,牡,4,58,黛弘人,1:09.7,,6-6,35.6,4.6,1,500,-8
福島,芝,1200,右,晴,良,2,5,9,ブロンズレッド,牡,5,58,国分恭介,1:09.7,クビ,14-8,34.9,42.5,13,528,+4
福島,芝,1200,右,晴,良,3,7,14,ハピネスアゲン,牝,4,56,勝浦正樹,1:09.7,クビ,12-12,35.1,7.9,5,452,-12
福島,芝,1200,右,晴,良,4,4,8,ティニア,牡,3,57,丹内祐次,1:09.8,クビ,9-8,35.4,6.2,3,492,-2
福島,芝,1200,右,晴,良,5,5,10,ペイシャカレン,牝,4,56,江田照男,1:09.8,クビ,1-1,36.5,42.0,12,450,-4
福島,芝,1200,右,晴,良,6,8,16,ラウラーナ,牝,3,55,鷲頭虎太,1:09.9,1/2,9-8,35.5,15.6,7,426,+6
福島,芝,1200,右,晴,良,7,7,13,ベンガン,牡,6,58,佐々木大,1:09.9,アタマ,6-6,35.8,18.7,9,468,0
福島,芝,1200,右,晴,良,8,2,4,スズノヤマト,セ,6,58,内田博幸,1:10.2,1.3/4,15-14,35.2,85.7,15,460,-20
福島,芝,1200,右,晴,良,9,2,3,コズミックフロスト,牝,4,56,杉原誠人,1:10.5,1.1/2,11-12,36.0,19.5,10,452,0
福島,芝,1200,右,晴,良,10,6,12,ステイトダイアデム,牝,4,56,ドイル,1:10.5,クビ,4-4,36.6,5.5,2,476,+2
福島,芝,1200,右,晴,良,11,4,7,ショウナンマッハ,牡,4,58,斎藤新,1:10.7,3/4,2-2,37.1,11.7,6,502,+6
福島,芝,1200,右,晴,良,12,1,1,ベジェサ,牝,4,56,角田大和,1:10.7,アタマ,5-3,36.7,46.0,14,482,-18
福島,芝,1200,右,晴,良,13,8,15,サニーオーシャン,セ,5,58,丸山元気,1:10.7,アタマ,12-14,36.1,93.5,16,448,+10
福島,芝,1200,右,晴,良,14,3,5,プレジールミノル,牡,5,58,荻野極,1:10.7,アタマ,8-8,36.5,7.4,4,498,-4
福島,芝,1200,右,晴,良,15,1,2,ベルウッドブラボー,牡,4,58,永島まな,1:11.0,1.1/2,16-16,35.8,37.3,11,456,0
福島,芝,1200,右,晴,良,16,6,11,プレジャークルーズ,牝,3,55,原優介,1:11.6,4,2-4,37.9,16.4,8,492,0
