場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
札幌,芝,2600,右,晴,良,1,8,10,ディナースタ,牡,3,54,横山和生,2:41.2,,9-9-2-1,35.8,3.9,1,466,+4
札幌,芝,2600,右,晴,良,2,5,5,マケルナマサムネ,牡,4,57,川又賢治,2:41.6,2.1/2,5-5-5-3,35.7,4.7,3,464,-4
札幌,芝,2600,右,晴,良,3,4,4,マイネルメサイア,牡,3,54,丹内祐次,2:42.1,3.1/2,3-3-1-2,36.7,5.9,4,468,+6
札幌,芝,2600,右,晴,良,4,7,7,ヴィトーリア,牡,4,57,武豊,2:42.4,1.1/2,10-10-9-9,35.9,4.1,2,446,0
札幌,芝,2600,右,晴,良,5,1,1,フローレスクイーン,牝,4,55,吉田隼人,2:42.5,1/2,1-1-3-4,36.8,6.3,5,510,+4
札幌,芝,2600,右,晴,良,6,2,2,レッドファーロ,牡,3,54,藤岡佑介,2:42.7,1.1/2,7-7-7-6,36.5,6.7,6,490,-4
札幌,芝,2600,右,晴,良,7,6,6,エルデスペラード,牡,3,54,鮫島克駿,2:42.9,1,5-5-6-6,36.9,32.5,7,448,+10
札幌,芝,2600,右,晴,良,8,3,3,チュウワエンジェル,牝,4,55,荻野琢真,2:43.1,1.1/4,4-4-7-6,36.9,65.0,8,490,-2
札幌,芝,2600,右,晴,良,9,7,8,ゾロ,牡,6,57,山田敬士,2:43.3,3/4,2-2-3-5,37.5,130.9,10,468,-8
札幌,芝,2600,右,晴,良,10,8,9,ネッスンドルマ,牡,3,54,浜中俊,2:44.0,4,7-7-9-10,37.5,80.7,9,444,+14
