場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
京都,ダート,1400,右,晴,良,1,8,12,モズナイスバディー,牡,2,55,角田大和,1:26.1,,3-3,38.7,13.7,6,484,-4
京都,ダート,1400,右,晴,良,2,4,4,ヒルノドゴール,牡,2,56,亀田温心,1:26.2,1/2,6-5,38.3,9.1,4,502,+8
京都,ダート,1400,右,晴,良,3,2,2,ガラシュ,牡,2,56,和田竜二,1:26.2,ハナ,2-2,38.9,39.6,8,510,0
京都,ダート,1400,右,晴,良,4,5,6,ウィルソンウェイ,牡,2,56,団野大成,1:26.5,1.3/4,1-1,39.4,6.1,2,464,+10
京都,ダート,1400,右,晴,良,5,8,13,ポンピエ,牡,2,53,田口貫太,1:26.7,1.1/2,6-7,38.8,2.0,1,454,+6
京都,ダート,1400,右,晴,良,6,1,1,カズトシクン,牡,2,56,池添謙一,1:26.9,1.1/4,5-4,39.4,17.1,7,486,-6
京都,ダート,1400,右,晴,良,7,7,10,ノリピー,牝,2,55,国分恭介,1:27.1,1,11-8,38.8,64.6,12,450,+8
京都,ダート,1400,右,晴,良,8,5,7,エスオーライジング,牡,2,56,富田暁,1:27.8,4,10-11,39.7,195.1,13,470,+2
京都,ダート,1400,右,晴,良,9,7,11,サンピアノソナタ,牝,2,52,永島まな,1:28.6,5,12-12,40.1,51.0,9,450,-6
京都,ダート,1400,右,晴,良,10,6,9,メイショウマサユメ,牝,2,55,武豊,1:29.3,4,3-5,41.9,7.9,3,456,0
京都,ダート,1400,右,晴,良,11,6,8,ダンツハマー,牝,2,55,幸英明,1:29.8,3,13-13,41.2,56.9,10,476,0
京都,ダート,1400,右,晴,良,12,3,3,ルージュシュエット,牝,2,55,坂井瑠星,1:29.8,クビ,6-8,41.9,57.8,11,446,-8
京都,ダート,1400,右,晴,良,13,4,5,エイシンロッキー,牡,2,56,荻野琢真,1:30.3,3,6-8,42.3,12.7,5,488,+2
