場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
新潟,ダート,1800,左,雨,重,1,5,8,ブレードサクセス,牡,2,56,丹内祐次,1:55.5,,4-5-4-4,39.0,1.9,1,482,+6
新潟,ダート,1800,左,雨,重,2,8,14,キングオブフジ,牡,2,55,角田大和,1:55.5,クビ,10-10-7-5,38.5,35.8,7,494,+4
新潟,ダート,1800,左,雨,重,3,4,7,サンカルミア,牡,2,53,小林勝太,1:55.9,2,7-7-7-5,39.0,7.9,3,452,-2
新潟,ダート,1800,左,雨,重,4,6,11,イッツナッシング,牝,2,51,小林美駒,1:56.6,4,9-9-9-9,39.4,8.7,4,430,-4
新潟,ダート,1800,左,雨,重,5,2,3,グロバーテソーロ,牡,2,56,石橋脩,1:57.0,2.1/2,2-2-2-1,40.8,5.8,2,496,-4
新潟,ダート,1800,左,雨,重,6,7,12,ホワイトリバー,牡,2,56,富田暁,1:57.4,2.1/2,15-15-9-10,40.1,109.5,10,442,-8
新潟,ダート,1800,左,雨,重,7,2,2,ゲンパチエトワール,牝,2,53,小林脩斗,1:57.6,1.1/4,7-7-5-5,40.8,252.4,13,458,+8
新潟,ダート,1800,左,雨,重,8,8,15,ブルズアイ,牡,2,56,菊沢一樹,1:57.7,クビ,13-12-11-12,40.0,247.6,11,558,+2
新潟,ダート,1800,左,雨,重,9,3,5,ワカミヤノミコト,牡,2,56,杉原誠人,1:57.9,1.1/4,11-11-11-11,40.2,46.1,8,474,-4
新潟,ダート,1800,左,雨,重,10,7,13,ラファールドール,牡,2,56,吉田隼人,1:58.0,3/4,4-4-5-5,41.3,15.5,6,502,0
新潟,ダート,1800,左,雨,重,11,3,4,モズイージス,牡,2,53,永島まな,1:58.4,2.1/2,3-2-2-2,42.1,9.0,5,446,0
新潟,ダート,1800,左,雨,重,12,1,1,タンゴノアール,牡,2,54,小林凌大,1:58.8,2.1/2,1-1-1-2,42.6,52.0,9,486,-6
新潟,ダート,1800,左,雨,重,13,4,6,クルシナ,牡,2,56,丸山元気,1:59.3,3,13-12-11-12,41.6,474.8,15,488,+2
新潟,ダート,1800,左,雨,重,14,5,9,エムシージャドゥ,牡,2,56,黛弘人,2:00.2,5,12-12-14-14,41.8,429.8,14,480,-4
新潟,ダート,1800,左,雨,重,15,6,10,イロイロ,牝,2,54,佐々木大,2:02.1,大,4-5-14-15,43.8,247.8,12,438,0
