場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,ダート,2400,右,晴,良,1,5,9,インディゴブラック,牡,4,55,内田博幸,2:33.4,,1-1-1-1,38.9,6.3,3,516,+8
中山,ダート,2400,右,晴,良,2,6,12,ラフルオリータ,牝,5,53,北村宏司,2:34.0,3.1/2,3-3-2-2,39.4,41.2,12,474,-12
中山,ダート,2400,右,晴,良,3,3,6,イーサンバーニング,牡,4,55,田辺裕信,2:34.2,1,16-16-15-13,38.0,23.6,7,510,-2
中山,ダート,2400,右,晴,良,4,4,8,ローズボウル,牡,5,57,石川裕紀,2:34.2,ハナ,7-7-2-2,39.5,6.5,4,512,0
中山,ダート,2400,右,晴,良,5,8,16,グリューヴルム,牡,4,56,石橋脩,2:34.3,クビ,4-5-5-6,39.4,2.5,1,490,-4
中山,ダート,2400,右,晴,良,6,2,3,トクシースタローン,牡,4,56,木幡巧也,2:34.5,1.1/4,8-8-5-8,39.5,4.9,2,492,+2
中山,ダート,2400,右,晴,良,7,1,2,アメリカンエール,牡,5,55,岩田康誠,2:34.6,1/2,4-3-5-4,39.7,93.7,14,504,-2
中山,ダート,2400,右,晴,良,8,4,7,ナムアミダブツ,牡,6,56,大野拓弥,2:34.7,1,14-14-14-15,38.7,16.8,5,472,+2
中山,ダート,2400,右,晴,良,9,8,15,ナンヨーヴィヨレ,牡,5,54,三浦皇成,2:35.1,2,11-11-11-9,39.6,132.0,15,466,0
中山,ダート,2400,右,晴,良,10,5,10,キングダムウイナー,牡,6,56,津村明秀,2:35.2,1/2,9-9-10-10,39.8,26.8,9,504,+8
中山,ダート,2400,右,晴,良,11,2,4,キミコソシャチョウ,牡,4,55,浜中俊,2:35.2,クビ,2-2-2-4,40.6,24.4,8,514,-2
中山,ダート,2400,右,晴,良,12,3,5,ヤマノマタカ,牡,6,55,国分優作,2:35.3,クビ,10-9-9-10,40.1,37.0,10,498,+4
中山,ダート,2400,右,晴,良,13,7,13,トーセンマーク,牡,5,55,Ｍ．デム,2:35.3,クビ,15-15-11-10,39.7,17.5,6,522,0
中山,ダート,2400,右,晴,良,14,6,11,クールファイブ,牡,5,55,松岡正海,2:35.4,3/4,13-13-13-13,39.7,78.4,13,488,+2
中山,ダート,2400,右,晴,良,15,7,14,スクリーンプロセス,セ,5,54,菅原明良,2:35.6,1.1/4,4-5-5-7,40.7,144.9,16,546,+2
中山,ダート,2400,右,晴,良,16,1,1,ワカミヤプレスト,牡,4,55,野中悠太,2:49.0,大,11-11-16-16,51.2,39.2,11,522,+14
