場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,ダート,1200,右,晴,良,1,6,11,クレド,牡,4,58,高倉稜,1:12.3,,8-8,36.5,23.6,8,422,-6
阪神,ダート,1200,右,晴,良,2,6,12,カフジエニアゴン,牝,4,56,池添謙一,1:12.3,クビ,1-1,37.2,7.4,4,502,+10
阪神,ダート,1200,右,晴,良,3,5,9,オカリナ,牡,6,58,鮫島良太,1:12.5,1.1/4,13-11,36.3,31.3,9,534,-4
阪神,ダート,1200,右,晴,良,4,2,3,ナムラフランク,牡,4,58,和田竜二,1:12.5,アタマ,5-7,37.0,3.1,1,486,-4
阪神,ダート,1200,右,晴,良,5,1,2,サウンドサンビーム,牡,6,58,坂井瑠星,1:12.6,1/2,14-14,35.8,4.7,3,488,-4
阪神,ダート,1200,右,晴,良,6,4,7,キタノエクスプレス,牡,5,58,ムルザバ,1:12.8,1,2-2,37.5,4.1,2,504,+2
阪神,ダート,1200,右,晴,良,7,7,13,ゴールドクロス,牡,8,58,横山典弘,1:12.9,1/2,15-14,36.1,168.5,15,490,-10
阪神,ダート,1200,右,晴,良,8,2,4,オンリーワンスター,牝,10,56,藤懸貴志,1:12.9,クビ,10-10,37.1,138.9,14,462,-12
阪神,ダート,1200,右,晴,良,9,8,15,オンザダブル,牡,4,57,小沢大仁,1:13.0,クビ,2-3,37.5,17.8,6,516,+2
阪神,ダート,1200,右,晴,良,10,5,10,メイショウフジタカ,牡,5,56,角田大河,1:13.0,クビ,8-3,37.3,13.2,5,496,-6
阪神,ダート,1200,右,晴,良,11,8,16,メイショウオウギ,牝,7,53,川端海翼,1:13.1,クビ,15-16,36.1,184.5,16,456,-2
阪神,ダート,1200,右,晴,良,12,3,6,フォックススリープ,セ,5,58,国分優作,1:13.2,3/4,12-13,36.9,54.6,12,466,-8
阪神,ダート,1200,右,晴,良,13,4,8,セイウンハルカニ,牡,4,58,横山武史,1:14.2,6,2-3,38.7,22.5,7,470,-8
阪神,ダート,1200,右,晴,良,14,7,14,カジュフェイス,牡,4,58,秋山真一,1:14.3,3/4,6-3,38.7,40.9,10,496,-6
阪神,ダート,1200,右,晴,良,15,3,5,ポケットロケット,牝,5,56,川須栄彦,1:14.5,1,10-12,38.3,44.7,11,510,+22
阪神,ダート,1200,右,晴,良,16,1,1,スズカサウスソング,牡,6,58,森裕太朗,1:14.7,1.1/4,6-8,39.2,112.4,13,504,-2
