場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
札幌,ダート,1700,右,晴,良,1,4,5,トウキチロウ,牡,3,55,武豊,1:46.0,,10-10-9-7,37.3,2.6,1,482,-2
札幌,ダート,1700,右,晴,良,2,5,8,ミユキザストロング,牡,4,58,勝浦正樹,1:46.3,1.3/4,9-9-7-3,37.9,21.0,7,532,-2
札幌,ダート,1700,右,晴,良,3,7,12,クリノグローリー,牡,3,52,小林勝太,1:46.7,2.1/2,5-4-4-3,38.4,9.1,5,466,-6
札幌,ダート,1700,右,晴,良,4,2,2,ライツフォル,牡,3,55,富田暁,1:46.7,ハナ,1-1-1-1,38.7,3.8,2,484,+4
札幌,ダート,1700,右,晴,良,5,6,9,ナチュラルリバー,牡,3,54,小沢大仁,1:46.8,3/4,7-8-7-7,38.3,8.2,4,462,-4
札幌,ダート,1700,右,晴,良,6,4,6,トーホウデュラン,牡,4,58,吉田隼人,1:47.1,1.3/4,4-4-4-5,38.9,15.5,6,492,-4
札幌,ダート,1700,右,晴,良,7,3,3,フクノブルジュ,牡,3,55,川又賢治,1:47.4,1.1/2,5-4-3-5,39.3,21.3,8,466,-6
札幌,ダート,1700,右,晴,良,8,3,4,ビービーグラーテス,牡,3,55,丹内祐次,1:47.5,1,2-3-2-2,39.5,6.1,3,492,0
札幌,ダート,1700,右,晴,良,9,5,7,ブレットフライ,牡,4,58,古川吉洋,1:48.0,2.1/2,12-12-11-10,39.0,86.9,11,512,-10
札幌,ダート,1700,右,晴,良,10,6,10,サイモンカーチス,牡,4,55,鷲頭虎太,1:48.2,1.1/4,2-2-4-9,40.0,140.2,13,484,+2
札幌,ダート,1700,右,晴,良,11,7,11,シードザブレイク,牡,4,58,藤岡佑介,1:49.1,5,12-13-11-11,40.1,127.1,12,506,+8
札幌,ダート,1700,右,晴,良,12,8,13,ビービーキング,牡,5,57,松本大輝,1:50.1,6,7-7-9-11,41.4,78.9,10,560,+4
札幌,ダート,1700,右,晴,良,13,1,1,ブリヨンカズマ,牡,4,57,佐々木大,1:50.3,1.1/2,10-10-13-13,41.2,51.8,9,514,-2
札幌,ダート,1700,右,晴,良,14,8,14,データアナリシス,牝,4,55,横山琉人,1:52.4,大,14-14-14-14,42.5,216.3,14,518,+6
