場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
札幌,ダート,1700,右,晴,良,1,1,1,スマートムーラン,牝,4,56,武豊,1:46.5,,11-11-11-8,37.4,8.4,5,468,+2
札幌,ダート,1700,右,晴,良,2,5,8,スズカマジェスタ,牡,4,58,荻野琢真,1:46.6,クビ,12-13-14-14,37.0,25.7,9,450,+10
札幌,ダート,1700,右,晴,良,3,2,2,カラレーション,牝,5,56,鮫島克駿,1:46.7,1/2,9-10-8-9,37.7,60.0,13,440,+4
札幌,ダート,1700,右,晴,良,4,3,3,テンウォークライ,牡,5,58,勝浦正樹,1:46.7,クビ,14-13-13-12,37.3,101.7,14,486,+2
札幌,ダート,1700,右,晴,良,5,4,6,シュガーコルト,セ,4,57,佐々木大,1:46.8,クビ,5-5-6-4,37.9,53.2,12,494,-6
札幌,ダート,1700,右,晴,良,6,8,14,ミラキュラスライト,牡,4,58,横山武史,1:46.8,アタマ,9-8-8-4,37.8,8.2,4,488,+8
札幌,ダート,1700,右,晴,良,7,6,10,ダブルジョーク,牡,3,55,横山典弘,1:46.9,1/2,3-3-4-4,38.2,6.2,3,574,-2
札幌,ダート,1700,右,晴,良,8,7,11,サンライズグルーヴ,牡,3,55,富田暁,1:47.0,クビ,3-3-3-2,38.4,3.7,1,510,-6
札幌,ダート,1700,右,晴,良,9,6,9,スカンジナビア,牝,4,56,北村友一,1:47.0,クビ,1-1-1-1,38.6,21.6,8,476,+2
札幌,ダート,1700,右,晴,良,10,5,7,オクトニオン,牡,4,54,古川奈穂,1:47.2,1.1/4,12-12-11-13,38.0,28.4,10,536,-4
札幌,ダート,1700,右,晴,良,11,4,5,メイクザビート,牡,3,53,小林凌大,1:47.2,ハナ,5-5-4-4,38.5,10.3,6,498,+4
札幌,ダート,1700,右,晴,良,12,7,12,スマートセプター,牡,4,58,浜中俊,1:47.8,3.1/2,2-2-2-2,39.4,4.6,2,506,+12
札幌,ダート,1700,右,晴,良,13,8,13,ロイヤルダンス,牡,5,58,丹内祐次,1:48.1,2,5-5-6-9,39.3,45.1,11,506,0
札幌,ダート,1700,右,晴,良,14,3,4,ウィンターダフネ,牝,3,53,吉田隼人,1:48.2,クビ,5-8-8-9,39.2,11.7,7,480,+4
