場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
小倉,芝,2600,右,晴,良,1,6,8,ジューンレインボー,牝,4,53,田口貫太,2:40.0,,4-4-2-1,36.5,3.5,1,442,-2
小倉,芝,2600,右,晴,良,2,8,11,シリンガバルガリス,セ,3,55,幸英明,2:40.9,5,5-5-2-2,37.3,5.0,3,486,-6
小倉,芝,2600,右,晴,良,3,5,6,ドゥヴァンスマン,牡,3,55,坂井瑠星,2:41.6,4,7-7-6-4,37.8,4.8,2,470,0
小倉,芝,2600,右,晴,良,4,7,10,ルージュサクシード,牝,3,50,今村聖奈,2:41.8,1.1/2,11-11-12-10,36.9,23.1,9,458,+6
小倉,芝,2600,右,晴,良,5,8,12,ハナビマンカイ,セ,6,58,国分優作,2:42.0,1,7-7-6-7,38.2,14.1,7,420,-16
小倉,芝,2600,右,晴,良,6,7,9,アマートカヴァロ,牡,3,55,藤岡康太,2:42.6,3.1/2,7-7-9-6,38.4,15.2,8,468,0
小倉,芝,2600,右,晴,良,7,3,3,メイショウイッシン,牡,3,52,永島まな,2:42.7,クビ,1-1-1-3,39.3,13.9,6,458,+12
小倉,芝,2600,右,晴,良,8,1,1,リヴァーレ,牝,3,53,太宰啓介,2:42.9,1.1/4,11-11-8-7,38.8,62.8,11,394,+2
小倉,芝,2600,右,晴,良,9,6,7,シュアーウィナー,牡,5,55,川端海翼,2:43.5,3.1/2,5-5-10-11,38.9,125.6,12,470,-4
小倉,芝,2600,右,晴,良,10,2,2,アウローラシエル,牡,3,55,和田竜二,2:43.6,3/4,3-3-4-5,39.9,9.8,5,496,+8
小倉,芝,2600,右,晴,良,11,4,4,ハイグッドエース,牡,4,55,西塚洸二,2:43.7,3/4,2-2-4-7,40.0,37.2,10,440,-2
小倉,芝,2600,右,晴,良,12,5,5,コスモフランメ,牝,3,52,角田大河,2:44.1,2.1/2,10-10-10-12,39.6,6.2,4,442,+6
