場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,,,,晴,良,1,7,14,ダノンバビル,牡,3,56,川田将雅,1:35.0,,5-5,34.2,1.6,1,480,+4
阪神,,,,晴,良,2,5,10,ワカタツフェイス,牝,3,54,西村淳也,1:35.1,1/2,1-1,34.7,12.3,5,452,+6
阪神,,,,晴,良,3,8,18,レッドルヴァンシュ,牡,3,56,Ｍ．デム,1:35.2,クビ,5-5,34.5,23.3,7,500,0
阪神,,,,晴,良,4,6,12,アオイコウキ,牡,3,56,坂井瑠星,1:35.2,アタマ,9-8,34.2,8.9,2,468,0
阪神,,,,晴,良,5,8,17,リアリーホット,牝,3,54,横山武史,1:35.2,クビ,3-3,34.6,18.1,6,476,-14
阪神,,,,晴,良,6,7,15,ユハンヌス,牡,3,56,松山弘平,1:35.2,アタマ,7-5,34.4,9.6,4,466,+8
阪神,,,,晴,良,7,3,5,ライジングホープ,牝,3,54,幸英明,1:35.5,1.1/2,3-3,34.9,26.7,8,422,+4
阪神,,,,晴,良,8,5,9,カナオールウェイズ,牡,3,56,藤岡康太,1:35.6,1/2,11-11,34.4,91.1,12,506,+12
阪神,,,,晴,良,9,4,8,レガリア,牝,3,54,北村友一,1:35.7,3/4,11-11,34.4,131.8,13,438,+2
阪神,,,,晴,良,10,1,1,ホワイトキャンバス,牡,3,56,川須栄彦,1:35.7,クビ,7-8,34.7,313.2,17,488,+12
阪神,,,,晴,良,11,8,16,アグネスシュウ,セ,3,56,松田大作,1:35.8,クビ,2-2,35.4,143.3,14,506,-8
阪神,,,,晴,良,12,3,6,ダミエ,牡,3,56,武豊,1:35.8,クビ,9-8,34.8,9.3,3,470,-6
阪神,,,,晴,良,13,7,13,ステラポイント,牝,3,54,松若風馬,1:36.0,1,13-13,34.4,56.8,9,442,0
阪神,,,,晴,良,14,2,4,テネールスエルテ,牝,3,51,今村聖奈,1:36.6,3.1/2,17-17,34.2,73.0,10,392,0
阪神,,,,晴,良,15,6,11,リーチエミネンス,牝,3,54,斎藤新,1:36.6,クビ,15-15,34.6,231.6,16,436,0
阪神,,,,晴,良,16,4,7,クリプティクコード,牡,3,56,岩田望来,1:36.7,1/2,14-13,35.0,77.3,11,488,0
阪神,,,,晴,良,17,1,2,ブルースペース,牡,3,56,城戸義政,1:37.0,1.1/2,15-15,35.0,456.0,18,468,0
阪神,,,,晴,良,18,2,3,キャッチローズ,牝,3,54,富田暁,1:37.1,3/4,17-17,34.7,164.8,15,420,0
