場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神1,ダート,1400,右,曇,不良,1,2,2,プライムライン,牡,5,57,川田将雅,1:23.9,,2-2,36.0,1.8,1,464,0
阪神1,ダート,1400,右,曇,不良,2,8,11,ヴィレーヌ,牝,4,55,池添謙一,1:24.5,3.1/2,1-1,36.7,36.5,6,474,-12
阪神1,ダート,1400,右,曇,不良,3,3,3,テイエムファルコン,牡,5,57,幸英明,1:24.7,1.1/4,7-7,36.3,9.1,4,494,-22
阪神1,ダート,1400,右,曇,不良,4,8,10,タガノトランキーロ,牡,5,54,角田大河,1:24.7,クビ,5-5,36.4,4.0,2,492,+2
阪神1,ダート,1400,右,曇,不良,5,4,4,セカンドエフォート,牡,9,57,三浦皇成,1:24.9,1,10-11,36.2,67.5,10,512,-2
阪神1,ダート,1400,右,曇,不良,6,7,9,メイショウカリスマ,牡,5,57,太宰啓介,1:25.2,1.3/4,11-10,36.5,65.7,9,506,-6
阪神1,ダート,1400,右,曇,不良,7,6,6,キクノクライフ,牡,4,57,和田竜二,1:25.2,クビ,5-5,37.0,106.0,11,496,-2
阪神1,ダート,1400,右,曇,不良,8,5,5,ピエトラサンタ,牡,4,57,岩田望来,1:25.3,クビ,7-8,36.9,6.1,3,522,+2
阪神1,ダート,1400,右,曇,不良,9,7,8,ロードドレイク,牡,4,57,川須栄彦,1:25.4,1/2,7-8,36.9,14.1,5,436,-4
阪神1,ダート,1400,右,曇,不良,10,1,1,メイショウサトワ,牡,4,57,国分優作,1:26.1,4,4-3,38.0,53.3,8,518,-12
阪神1,ダート,1400,右,曇,不良,11,6,7,プティシュシュ,牝,5,53,小沢大仁,1:27.5,8,2-3,39.5,41.0,7,446,-12
