場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,ダート,1200,右,晴,重,1,6,8,ルシャリーブル,牝,5,56,和田竜二,1:11.2,,10-8,35.4,4.6,3,442,+12
阪神,ダート,1200,右,晴,重,2,3,3,ヴィゴラスダンサー,牝,4,56,吉田隼人,1:11.3,3/4,1-1,36.8,4.2,2,438,+2
阪神,ダート,1200,右,晴,重,3,7,11,オーガスタスカイ,牝,4,56,団野大成,1:11.8,2.1/2,2-2,37.2,9.3,5,492,-6
阪神,ダート,1200,右,晴,重,4,4,5,サルサディーバ,牝,4,56,川須栄彦,1:12.1,1.3/4,3-3,37.3,9.8,6,482,+2
阪神,ダート,1200,右,晴,重,5,6,9,ビーストアタック,牝,4,53,今村聖奈,1:12.3,1.1/4,8-5,36.9,3.9,1,466,+2
阪神,ダート,1200,右,晴,重,6,1,1,ヤマカツパトリシア,牝,6,56,和田翼,1:12.4,3/4,6-10,36.9,65.6,10,472,0
阪神,ダート,1200,右,晴,重,7,8,13,グランデフィオーレ,牝,5,56,鮫島克駿,1:12.4,ハナ,3-3,37.6,16.4,7,470,-2
阪神,ダート,1200,右,晴,重,8,8,12,ニホンピロラブリー,牝,5,53,田口貫太,1:12.5,1/2,8-7,37.0,274.6,13,482,+2
阪神,ダート,1200,右,晴,重,9,2,2,ルージュシェノン,牝,4,56,浜中俊,1:12.6,1/2,5-5,37.4,6.4,4,434,-10
阪神,ダート,1200,右,晴,重,10,4,4,レディアリエス,牝,5,56,幸英明,1:12.8,1,6-8,37.3,37.4,9,482,-2
阪神,ダート,1200,右,晴,重,11,7,10,ライズンシャイン,牝,5,52,河原田菜,1:12.9,1/2,13-13,36.4,17.1,8,494,-2
阪神,ダート,1200,右,晴,重,12,5,6,パレドジュスティス,牝,5,56,鮫島良太,1:13.0,1,11-11,36.9,181.5,12,468,-4
阪神,ダート,1200,右,晴,重,13,5,7,トレッファー,牝,6,55,小沢大仁,1:13.2,1.1/4,11-12,37.2,105.4,11,448,+2
