場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,ダート,1800,右,曇,良,1,5,9,テーオーリカード,牡,3,55,岩田望来,1:52.3,,1-1-1-1,37.4,9.6,5,478,-8
阪神,ダート,1800,右,曇,良,2,4,8,ゼットリアン,牡,3,55,和田竜二,1:52.4,1.1/4,5-5-7-7,36.9,2.7,1,438,-4
阪神,ダート,1800,右,曇,良,3,8,15,レッドベルアーム,牡,4,58,幸英明,1:52.6,1.1/4,5-5-4-4,37.3,13.2,6,514,+4
阪神,ダート,1800,右,曇,良,4,7,14,インテンスフレイム,牡,5,58,団野大成,1:52.6,ハナ,3-3-3-3,37.5,6.5,3,518,-10
阪神,ダート,1800,右,曇,良,5,6,11,カネトシブルーム,牡,4,55,田口貫太,1:53.0,2.1/2,2-2-2-2,38.0,18.6,8,510,0
阪神,ダート,1800,右,曇,良,6,2,3,ヴィヴァン,牡,5,58,西村淳也,1:53.1,1/2,5-5-4-4,37.8,8.1,4,488,-4
阪神,ダート,1800,右,曇,良,7,7,13,ニホンピロハーバー,牡,5,58,藤岡康太,1:53.3,1.1/4,13-14-13-12,36.9,18.1,7,502,0
阪神,ダート,1800,右,曇,良,8,1,1,タイセイエピソード,牡,4,58,松若風馬,1:53.7,2.1/2,12-12-11-11,37.8,26.8,9,476,0
阪神,ダート,1800,右,曇,良,9,5,10,イルミネーター,牡,6,58,水口優也,1:53.9,1.1/4,8-8-10-9,38.1,43.6,11,480,0
阪神,ダート,1800,右,曇,良,10,6,12,ベンダバリラビア,牡,3,52,今村聖奈,1:54.4,3,15-15-15-15,37.8,4.8,2,522,0
阪神,ダート,1800,右,曇,良,11,4,7,レディベル,牝,4,56,小崎綾也,1:54.6,1.1/4,8-8-7-7,39.0,171.9,13,526,+4
阪神,ダート,1800,右,曇,良,12,3,5,ファイヴレター,牡,6,55,西塚洸二,1:54.7,クビ,13-13-14-13,38.2,294.2,15,458,-10
阪神,ダート,1800,右,曇,良,13,8,16,タイセイドリーマー,牡,5,55,永島まな,1:55.0,1.1/2,11-11-7-9,39.2,184.9,14,512,+2
阪神,ダート,1800,右,曇,良,14,2,4,ヴォルゴグラード,牡,4,58,菱田裕二,1:55.5,3,8-8-11-13,39.3,74.8,12,510,-2
阪神,ダート,1800,右,曇,良,15,3,6,ダイシンカローリ,牡,8,58,中井裕二,1:56.6,7,16-16-15-16,39.8,493.0,16,520,0
阪神,ダート,1800,右,曇,良,16,1,2,エアアネモイ,牡,4,58,坂井瑠星,1:57.4,5,3-3-4-6,42.1,29.9,10,524,0
