場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,,,,晴,良,1,2,3,サウザンサニー,牡,3,57,横山武史,1:07.7,,10-9,33.3,2.0,1,516,0
中山,,,,晴,良,2,6,11,ダイシンヤマト,牡,3,57,吉田豊,1:07.7,ハナ,8-8,33.6,5.4,2,500,+2
中山,,,,晴,良,3,4,7,アシャカタカ,牡,3,53,小林美駒,1:08.0,1.3/4,1-1,34.7,18.1,7,472,+12
中山,,,,晴,良,4,6,10,ミュージアムピース,セ,4,58,嶋田純次,1:08.1,3/4,6-5,34.3,88.8,14,472,+4
中山,,,,晴,良,5,4,6,ディージェーサン,牝,4,55,原優介,1:08.2,1,8-9,34.2,18.9,9,448,+12
中山,,,,晴,良,6,2,2,ソレントフレイバー,牡,4,58,戸崎圭太,1:08.2,クビ,10-11,33.8,18.8,8,488,+4
中山,,,,晴,良,7,7,12,ホウオウエンジェル,牝,6,56,丹内祐次,1:08.4,1.1/4,4-3,34.8,58.0,10,482,+2
中山,,,,晴,良,8,5,8,ディナトセレーネ,牝,3,55,大野拓弥,1:08.6,1,6-5,34.7,10.7,4,464,+8
中山,,,,晴,良,9,3,5,フリントロック,牝,3,55,菊沢一樹,1:08.6,アタマ,12-11,34.0,85.9,13,432,+16
中山,,,,晴,良,10,8,15,ナムラシベラ,牝,5,53,水沼元輝,1:08.6,アタマ,4-5,35.0,69.9,12,444,+6
中山,,,,晴,良,11,1,1,ホイッスルソング,牝,3,54,永野猛蔵,1:08.7,アタマ,14-13,33.6,17.5,6,474,+4
中山,,,,晴,良,12,7,13,ラナキラ,牝,5,56,石橋脩,1:08.8,3/4,2-3,35.4,12.8,5,460,+12
中山,,,,晴,良,13,3,4,アポロルタ,牝,4,56,マーカン,1:08.9,1/2,12-13,34.2,8.0,3,450,-4
中山,,,,晴,良,14,5,9,ウィズダムハート,牝,3,55,菅原明良,1:10.1,7,2-2,36.8,67.1,11,432,+8
中山,,,,晴,良,取,8,14,テセウス,牡,5,56,小林脩斗,,,,,---,,,
