場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
中山,ダート,1800,右,晴,良,1,8,16,フェブルウス,牡,3,56,木幡巧也,1:57.1,,6-5-5-5,40.4,15.9,7,464,0
中山,ダート,1800,右,晴,良,2,5,9,ルルシュシュ,牝,3,54,丸山元気,1:57.5,2.1/2,4-4-3-3,41.0,36.7,10,490,0
中山,ダート,1800,右,晴,良,3,1,2,トウショウリッジ,牡,3,56,岩部純二,1:57.6,1/2,1-1-1-1,41.4,16.0,8,490,0
中山,ダート,1800,右,晴,良,4,3,6,デスティノ,牡,3,56,戸崎圭太,1:57.7,クビ,2-2-2-2,41.4,11.5,6,544,0
中山,ダート,1800,右,晴,良,5,4,7,ルトラセ,セ,3,56,丹内祐次,1:58.3,3.1/2,13-13-13-9,40.5,60.8,12,542,0
中山,ダート,1800,右,晴,良,6,3,5,セントアイヴス,牡,3,56,吉田豊,1:58.3,ハナ,12-11-11-11,40.9,22.3,9,500,0
中山,ダート,1800,右,晴,良,7,2,3,クリムゾンレッド,牡,3,56,宮崎北斗,1:58.4,1/2,9-9-8-7,41.2,45.9,11,518,0
中山,ダート,1800,右,晴,良,8,8,15,セイウンデイスター,牡,3,56,野中悠太,1:58.9,3,11-11-11-11,41.5,93.5,13,458,0
中山,ダート,1800,右,晴,良,9,2,4,ビートポップ,牝,3,53,永野猛蔵,1:59.3,2.1/2,5-5-8-11,42.2,10.0,4,490,0
中山,ダート,1800,右,晴,良,10,4,8,サウザンサニー,牡,3,56,菊沢一樹,1:59.5,1,2-3-3-4,43.1,10.6,5,510,0
中山,ダート,1800,右,晴,良,11,5,10,グランデアマポーラ,牝,3,54,三浦皇成,2:00.0,3,9-9-8-9,42.8,4.0,2,504,0
中山,ダート,1800,右,晴,良,12,1,1,デュメイカズマ,牡,3,56,横山武史,2:00.5,3,6-7-6-6,43.6,4.0,1,464,0
中山,ダート,1800,右,晴,良,13,6,12,ビッグアメリカン,牡,3,53,西塚洸二,2:00.7,1,14-14-14-14,42.7,98.8,14,574,0
中山,ダート,1800,右,晴,良,14,6,11,メインボード,牡,3,54,小林凌大,2:02.0,8,14-14-15-15,43.4,167.3,15,500,0
中山,ダート,1800,右,晴,良,15,7,14,ヤマニンビロー,セ,3,56,伊藤工真,2:11.5,大,16-16-16-16,47.0,222.6,16,534,0
中山,ダート,1800,右,晴,良,中,7,13,アドマイヤゾネ,牡,3,56,Ｍ．デム,,,8-7-6-7,,4.7,3,466,0
