場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,ダート,1200,右,晴,良,1,4,7,グランファラオ,牡,3,56,坂井瑠星,1:13.3,,2-2,37.7,2.4,1,492,-8
阪神,ダート,1200,右,晴,良,2,1,1,ヨウシタンレイ,牝,3,50,永島まな,1:13.3,アタマ,1-1,37.8,26.0,7,456,0
阪神,ダート,1200,右,晴,良,3,2,4,フスカル,牡,3,56,ムルザバ,1:13.5,1,8-8,37.3,8.4,4,488,+12
阪神,ダート,1200,右,晴,良,4,4,8,ミヅキ,牝,3,54,団野大成,1:13.9,2.1/2,13-12,37.0,238.3,13,426,0
阪神,ダート,1200,右,晴,良,5,6,11,ボタニカルガーデン,牝,3,54,岩田望来,1:14.0,1/2,6-3,38.1,6.5,3,436,+6
阪神,ダート,1200,右,晴,良,6,3,5,ヴァンサンブル,牡,3,56,鮫島克駿,1:14.4,2.1/2,10-10,37.9,59.1,8,494,-8
阪神,ダート,1200,右,晴,良,7,2,3,パーペチュアル,牡,3,56,国分恭介,1:14.5,3/4,11-10,38.0,223.5,12,490,+2
阪神,ダート,1200,右,晴,良,8,7,14,ハイインザスカイ,牡,3,54,角田大河,1:14.5,ハナ,8-8,38.3,3.5,2,492,+4
阪神,ダート,1200,右,晴,良,9,5,9,セントランサス,牝,3,54,岩田康誠,1:14.7,3/4,14-14,37.2,59.3,10,390,-4
阪神,ダート,1200,右,晴,良,10,1,2,ウルトラワールド,牡,3,56,川須栄彦,1:14.8,1/2,4-3,39.0,98.0,11,464,-8
阪神,ダート,1200,右,晴,良,11,8,15,カタリナマリー,牝,3,54,福永祐一,1:14.9,1/2,6-6,38.9,17.6,6,484,+2
阪神,ダート,1200,右,晴,良,12,8,16,メロパール,牝,3,54,古川吉洋,1:15.3,2.1/2,3-3,39.5,59.2,9,432,+2
阪神,ダート,1200,右,晴,良,13,6,12,メイショウバラッド,牝,3,54,和田竜二,1:15.3,クビ,4-6,39.4,9.1,5,478,+2
阪神,ダート,1200,右,晴,良,14,5,10,ニホンピログリット,牡,3,56,城戸義政,1:15.5,1.1/4,16-16,36.5,284.5,14,544,0
阪神,ダート,1200,右,晴,良,15,3,6,コパノモンテカルロ,牡,3,53,大久保友,1:16.1,3.1/2,14-15,38.3,655.2,16,460,+6
阪神,ダート,1200,右,晴,良,16,7,13,アシャカデュラン,牡,3,56,秋山真一,1:16.9,5,11-13,40.1,288.5,15,492,-2
