場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,芝,3000,右,曇,良,1,8,12,ゼーゲン,牡,8,55,鮫島克駿,3:06.7,,10-9-4-6,34.9,64.8,12,426,-2
阪神,芝,3000,右,曇,良,2,6,8,タイムオブフライト,牡,4,55,岩田康誠,3:06.7,クビ,7-7-10-8,34.6,2.8,1,442,+8
阪神,芝,3000,右,曇,良,3,5,7,ホウオウエクレール,牡,6,57,戸崎圭太,3:06.8,クビ,2-2-2-2,35.4,19.5,8,512,+12
阪神,芝,3000,右,曇,良,4,4,5,ビジン,牝,4,53,池添謙一,3:06.9,1/2,1-1-1-1,35.6,17.1,7,464,0
阪神,芝,3000,右,曇,良,5,7,11,アイブランコ,牡,6,54,松田大作,3:07.0,1/2,12-13-13-13,34.5,127.3,13,512,-6
阪神,芝,3000,右,曇,良,6,1,1,レベランス,牡,5,55,岩田望来,3:07.0,クビ,3-3-4-3,35.4,5.7,3,468,-4
阪神,芝,3000,右,曇,良,7,6,9,ナムラカミカゼ,牡,6,55,酒井学,3:07.2,1.1/4,5-5-4-3,35.6,6.9,4,496,0
阪神,芝,3000,右,曇,良,8,4,4,セブンデイズ,牡,5,56,和田竜二,3:07.2,ハナ,5-5-7-6,35.4,48.6,10,488,-10
阪神,芝,3000,右,曇,良,9,7,10,タイセイシリウス,セ,6,53,角田大河,3:07.2,クビ,7-7-10-8,35.2,57.1,11,494,-2
阪神,芝,3000,右,曇,良,10,5,6,シロニイ,牡,9,56,幸英明,3:07.4,1,3-3-3-3,35.8,11.1,5,520,+8
阪神,芝,3000,右,曇,良,11,3,3,アスティ,セ,7,55,浜中俊,3:07.5,1/2,9-9-8-8,35.5,15.6,6,428,-2
阪神,芝,3000,右,曇,良,12,8,13,エドノフェリーチェ,牝,6,55,団野大成,3:07.6,1/2,12-11-8-8,35.6,32.8,9,460,-4
阪神,芝,3000,右,曇,良,13,2,2,メイショウブレゲ,牡,4,55,今村聖奈,3:08.1,3,10-11-12-12,35.8,4.2,2,468,+4
