場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
札幌,ダート,1000,右,曇,良,1,5,6,ウェイオブサクセス,牝,3,51,鷲頭虎太,0:59.3,,2-2,35.8,6.6,5,440,-8
札幌,ダート,1000,右,曇,良,2,2,2,ロードサミット,牡,3,56,鮫島克駿,0:59.9,3.1/2,1-1,36.4,3.2,1,496,+4
札幌,ダート,1000,右,曇,良,3,7,10,テイエムルンバ,牝,3,51,大久保友,0:59.9,ハナ,8-7,35.8,5.7,3,472,+4
札幌,ダート,1000,右,曇,良,4,4,4,ニシノタメチカ,牝,3,54,勝浦正樹,0:59.9,アタマ,3-3,36.1,8.6,6,482,+2
札幌,ダート,1000,右,曇,良,5,6,7,ルソレイユ,牡,3,56,松田大作,1:00.0,1/2,5-5,36.1,15.0,7,512,+10
札幌,ダート,1000,右,曇,良,6,6,8,イスラデルノルテ,牡,3,53,小林勝太,1:00.6,3.1/2,3-3,36.8,6.6,4,442,+4
札幌,ダート,1000,右,曇,良,7,8,11,ドーンパッセージ,牝,3,52,佐々木大,1:01.0,2.1/2,9-8,36.7,5.2,2,462,-2
札幌,ダート,1000,右,曇,良,8,1,1,オセアジェネシス,牡,3,56,和田竜二,1:01.4,2.1/2,5-6,37.5,29.7,9,452,-2
札幌,ダート,1000,右,曇,良,9,7,9,クラシカルスカラー,牝,3,53,小沢大仁,1:01.5,クビ,5-8,37.6,20.7,8,438,-8
札幌,ダート,1000,右,曇,良,10,8,12,ブルーゴールド,牡,3,56,的場勇人,1:01.5,クビ,10-10,36.1,191.6,11,490,+6
札幌,ダート,1000,右,曇,良,11,5,5,デルマヨビモドシ,牡,3,56,黛弘人,1:02.0,3,11-11,36.3,245.0,12,450,0
札幌,ダート,1000,右,曇,良,12,3,3,ペイシャレイ,牝,3,54,山田敬士,1:04.8,大,12-12,38.8,167.7,10,488,0
