場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
札幌,ダート,1700,右,曇,不良,1,7,11,バルミーウェザー,牡,2,55,亀田温心,1:46.5,,8-8-6-5,38.3,4.6,2,452,0
札幌,ダート,1700,右,曇,不良,2,6,9,カリフォルニア,牡,2,55,ルメール,1:47.4,5,2-2-2-2,40.2,1.9,1,470,-12
札幌,ダート,1700,右,曇,不良,3,6,10,ゼットスパンキー,牡,2,55,古川吉洋,1:47.5,3/4,6-6-4-3,39.8,180.6,12,452,0
札幌,ダート,1700,右,曇,不良,4,3,3,リワードファラオン,牡,2,55,横山典弘,1:47.7,1,1-1-1-1,40.6,15.0,6,510,+4
札幌,ダート,1700,右,曇,不良,5,3,4,リベルテ,牡,2,55,横山和生,1:48.6,5,4-3-3-3,41.2,7.2,3,462,0
札幌,ダート,1700,右,曇,不良,6,5,7,ジュンラトゥール,牡,2,52,今村聖奈,1:48.7,クビ,13-13-12-9,39.2,44.0,7,432,+10
札幌,ダート,1700,右,曇,不良,7,7,12,キタノコンドル,牡,2,53,小林凌大,1:49.0,2,11-11-7-7,40.3,309.7,13,466,-4
札幌,ダート,1700,右,曇,不良,8,2,2,インペリオ,牡,2,55,鮫島克駿,1:49.1,クビ,6-7-7-7,40.4,63.4,8,468,+12
札幌,ダート,1700,右,曇,不良,9,8,14,パーシステンス,牡,2,52,小林勝太,1:49.8,4,8-9-9-10,41.0,434.8,14,492,+4
札幌,ダート,1700,右,曇,不良,10,4,6,ドレープサンライズ,牝,2,55,富田暁,1:49.9,1/2,5-5-4-6,42.3,72.7,10,464,-12
札幌,ダート,1700,右,曇,不良,11,1,1,デルマアートマン,牡,2,55,横山武史,1:50.0,1/2,13-14-14-14,38.9,12.4,4,474,+2
札幌,ダート,1700,右,曇,不良,12,4,5,マコトヴィエルジ,牝,2,54,角田大和,1:50.2,1.1/4,11-11-12-11,40.8,65.0,9,440,+2
札幌,ダート,1700,右,曇,不良,13,5,8,リエンダ,牡,2,55,丹内祐次,1:50.8,3.1/2,10-9-10-11,41.7,123.8,11,472,+8
札幌,ダート,1700,右,曇,不良,14,8,13,ヤプシ,牡,2,53,佐々木大,1:52.6,大,3-3-10-13,43.4,12.9,5,466,-4
