場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
阪神,芝,1400,右,曇,良,1,2,3,テンノメッセージ,牝,2,54,Ｃ．デム,1:21.0,,1-1,34.8,4.6,2,460,0
阪神,芝,1400,右,曇,良,2,4,7,ジューンオレンジ,牝,2,54,松山弘平,1:21.4,2.1/2,7-3,34.9,9.9,5,456,-2
阪神,芝,1400,右,曇,良,3,2,4,サウンドレイラ,牝,2,54,幸英明,1:21.4,ハナ,9-9,34.7,3.2,1,472,+4
阪神,芝,1400,右,曇,良,4,1,1,アイリーンテーラー,牝,2,54,川須栄彦,1:22.1,4,4-3,35.6,33.6,8,484,-2
阪神,芝,1400,右,曇,良,5,5,9,アイリスバローズ,牝,2,54,川田将雅,1:22.1,クビ,3-2,35.8,4.7,3,446,-10
阪神,芝,1400,右,曇,良,6,4,8,サムシンググッド,牡,2,52,今村聖奈,1:22.5,2.1/2,14-13,35.2,50.2,10,428,+2
阪神,芝,1400,右,曇,良,7,3,5,テーオーエンゲルス,牡,2,54,角田大和,1:22.5,クビ,12-10,35.5,381.0,15,464,0
阪神,芝,1400,右,曇,良,8,8,15,ケイティベガ,牝,2,53,亀田温心,1:22.9,2,15-15,35.5,310.1,14,406,+2
阪神,芝,1400,右,曇,良,9,6,11,モズスナイパー,牡,2,52,大久保友,1:22.9,クビ,13-13,35.7,302.9,13,502,-2
阪神,芝,1400,右,曇,良,10,5,10,ポピュラーダンサー,牝,2,54,松若風馬,1:22.9,ハナ,16-15,35.4,460.7,16,444,0
阪神,芝,1400,右,曇,良,11,8,16,ギルデッドフレーム,牡,2,55,国分優作,1:23.0,1/2,10-10,36.1,62.1,11,438,0
阪神,芝,1400,右,曇,良,12,1,2,サトノグレイト,牡,2,55,福永祐一,1:23.2,1.1/4,4-3,36.7,11.1,6,490,-4
阪神,芝,1400,右,曇,良,13,6,12,ヒルノピレネー,牡,2,55,池添謙一,1:23.2,アタマ,7-8,36.5,27.6,7,444,-2
阪神,芝,1400,右,曇,良,14,7,13,コスモアリス,牝,2,54,和田竜二,1:23.6,2.1/2,10-12,36.7,92.1,12,434,+6
阪神,芝,1400,右,曇,良,15,3,6,メイショウギシオー,牡,2,55,岩田康誠,1:24.1,3,2-3,37.8,49.3,9,524,+10
阪神,芝,1400,右,曇,良,16,7,14,リアライズ,牡,2,55,武豊,1:24.3,1,4-3,37.8,7.5,4,496,+2
