場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
東京,芝,2000,左,晴,良,1,3,3,ルージュリナージュ,牝,4,55,福永祐一,2:00.2,,4-4-3,33.3,1.9,1,448,+18
東京,芝,2000,左,晴,良,2,7,8,ロマンシングブルー,牝,4,55,坂井瑠星,2:00.3,3/4,1-1-1,33.8,3.6,2,462,-10
東京,芝,2000,左,晴,良,3,8,10,エクランドール,牝,5,56,ルメール,2:00.3,ハナ,6-7-6,33.2,5.5,3,440,+2
東京,芝,2000,左,晴,良,4,8,9,ヒットザシーン,牝,5,56,柴田大知,2:00.8,3,2-2-2,34.2,10.4,4,486,+2
東京,芝,2000,左,晴,良,5,4,4,アラビアンナイト,牝,5,56,田辺裕信,2:00.9,クビ,7-8-8,33.6,15.1,5,452,+8
東京,芝,2000,左,晴,良,6,1,1,インナリオ,牝,5,56,北村宏司,2:01.1,1.1/4,10-10-8,33.8,59.1,8,482,+10
東京,芝,2000,左,晴,良,7,6,6,エコルフリューゲル,牝,4,53,小林凌大,2:01.2,3/4,5-6-6,34.2,15.1,6,478,+6
東京,芝,2000,左,晴,良,8,2,2,オウケンロジータ,牝,6,56,田中勝春,2:01.2,クビ,7-8-8,33.9,209.6,9,520,+2
東京,芝,2000,左,晴,良,9,7,7,グレースオブナイル,牝,6,56,武藤雅,2:01.3,クビ,3-4-3,34.5,362.5,10,454,+8
東京,芝,2000,左,晴,良,10,5,5,テーオーアリエス,牝,4,55,横山和生,2:02.1,5,9-2-3,35.3,41.4,7,476,-8
