場名,種別,距離,回り,天候,馬場,着順,枠番,馬番,馬名,性別,年齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,増減
新潟,,,,晴,良,1,7,7,サイード,セ,4,59,小牧加矢,3:04.4,,5-3-1-1,12.9,2.9,1,490,-10
新潟,,,,晴,良,2,6,6,メイショウハチク,セ,9,60,中村将之,3:05.3,5,3-5-5-5,13.0,6.2,4,464,-8
新潟,,,,晴,良,3,1,1,タガノペルマネンテ,牝,6,58,黒岩悠,3:05.3,ハナ,2-2-3-4,13.0,21.0,6,454,+6
新潟,,,,晴,良,4,8,10,ファルヴォーレ,牡,5,60,難波剛健,3:05.3,クビ,6-6-3-2,13.0,3.2,2,452,-12
新潟,,,,晴,良,5,8,9,タンジェントアーク,セ,5,60,大江原圭,3:05.5,1.1/2,9-9-8-7,13.0,87.1,10,432,-16
新潟,,,,晴,良,6,5,5,ヤマノグリッターズ,牡,5,60,草野太郎,3:05.6,クビ,1-1-2-2,13.0,32.4,7,502,-2
新潟,,,,晴,良,7,2,2,モルタル,セ,6,60,小野寺祐,3:06.2,4,9-9-9-8,13.1,4.7,3,460,-2
新潟,,,,晴,良,8,3,3,クラウンセト,牡,4,60,大庭和弥,3:06.7,3,3-3-5-6,13.1,59.8,8,454,+4
新潟,,,,晴,良,9,4,4,レザネフォール,牡,6,60,森一馬,3:08.6,大,6-6-10-10,13.2,9.1,5,484,+2
新潟,,,,晴,良,10,7,8,ゼンカイテン,牡,4,60,伴啓太,3:09.2,3.1/2,6-6-7-8,13.3,68.1,9,476,+6
